,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr10.57391046.F,31,38,38,27,38,27,32,42,51,10,13,38,66,23,28,54,63,32,31,42,42,57,61,71,31,42,32,NA
chr10.57391047.R,27,25,36,28,22,14,12,21,21,NA,11,31,23,25,12,23,31,12,11,40,28,40,42,51,23,35,29,NA
chr10.57391055.F,30,38,38,27,38,27,32,42,50,10,13,38,67,22,28,54,63,32,31,42,41,57,60,70,30,42,32,NA
chr10.57391056.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,23,35,29,NA
chr10.57391070.F,30,37,38,27,38,27,31,42,51,10,12,38,66,23,28,54,62,31,29,42,41,56,58,70,30,41,31,NA
chr10.57391071.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,24,35,29,NA
chr10.57391078.F,30,38,38,27,38,27,32,42,51,10,12,38,67,23,28,54,63,32,31,42,42,56,60,70,30,42,31,NA
chr10.57391079.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,24,35,29,NA
chr10.57391093.F,28,35,32,26,20,25,24,40,50,10,12,35,64,19,27,51,59,24,27,41,42,53,58,63,30,37,26,NA
chr10.57391094.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,24,35,29,NA
chr10.57391095.F,26,33,31,24,19,23,23,37,47,NA,10,35,61,19,27,49,57,24,25,41,42,51,57,62,28,36,25,NA
chr10.57391096.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,24,35,29,NA
chr10.57391101.F,25,31,29,24,19,23,23,37,47,NA,NA,35,60,19,27,49,55,24,25,37,39,50,55,61,27,34,25,NA
chr10.57391102.R,27,25,36,28,23,14,12,21,21,NA,11,31,24,25,12,23,31,16,11,41,28,40,42,51,24,35,29,NA
chr10.57391164.F,27,28,25,40,21,24,28,49,57,NA,39,29,56,45,30,27,56,53,43,29,48,43,49,37,33,33,40,14
chr10.57391182.F,27,27,25,40,21,24,28,49,57,NA,39,29,56,45,30,27,56,53,43,29,48,43,49,37,33,33,40,14
chr10.57391197.F,27,28,25,40,21,24,28,49,57,NA,39,29,56,45,30,27,56,53,43,29,48,43,49,37,33,33,40,14
chr10.57391199.F,27,28,25,40,21,24,28,49,57,NA,39,29,56,45,30,27,55,53,43,29,48,43,49,37,33,33,40,14
chr10.57391201.F,27,28,25,40,21,24,28,49,57,NA,39,29,56,45,30,27,56,53,43,29,48,43,49,37,33,33,40,14
chr10.57391214.F,26,28,25,40,21,23,26,49,57,NA,38,29,55,45,30,27,54,53,42,29,48,43,49,37,33,33,40,14
chr10.57391234.F,26,28,25,40,21,24,27,49,56,NA,38,29,55,45,30,27,55,53,42,29,48,43,48,36,33,33,39,14
chr10.57391272.R,45,38,25,56,31,27,28,55,72,11,52,51,64,55,44,42,81,40,52,67,58,47,50,70,49,27,49,25
chr10.57391292.R,44,40,29,68,31,27,28,55,72,12,52,51,64,55,43,42,82,40,52,67,58,46,51,71,49,27,50,25
chr10.57391297.R,45,40,30,69,31,27,28,55,74,12,52,52,64,56,44,42,81,40,52,67,58,47,51,71,49,27,50,25
chr10.57391328.R,45,42,30,70,31,27,28,55,76,12,52,52,64,56,44,43,83,41,52,68,58,47,52,71,49,27,50,26
chr10.57391336.R,45,42,30,70,31,27,28,55,76,12,52,52,64,56,44,43,83,41,52,68,58,47,52,71,49,27,50,26
chr10.102497213.R,10,23,NA,25,10,22,10,NA,12,NA,27,36,40,NA,11,20,41,24,18,20,26,18,42,34,34,13,28,14
chr10.102497218.R,10,24,NA,25,10,22,10,NA,12,NA,27,37,40,NA,11,20,43,25,18,20,26,18,44,34,34,13,28,14
chr10.102497246.R,11,24,NA,27,10,22,13,NA,13,NA,30,41,44,NA,11,22,45,25,19,22,27,18,44,35,35,13,28,14
chr10.102497254.R,11,24,NA,27,10,22,13,NA,13,NA,30,42,45,NA,11,22,45,25,19,22,28,18,44,35,35,13,28,14
chr10.102497260.R,11,24,NA,27,10,22,13,NA,13,NA,30,42,45,NA,11,22,45,25,19,22,28,18,44,35,35,13,28,14
chr10.102497267.R,11,24,NA,27,10,22,13,NA,13,NA,30,42,45,NA,11,22,45,25,19,22,28,18,44,35,35,13,28,14
chr10.102497289.F,NA,25,14,27,11,22,14,19,10,NA,24,12,15,23,21,14,32,31,28,28,25,23,39,28,30,23,36,23
chr10.102497290.R,11,24,NA,27,10,22,13,NA,13,NA,30,42,45,NA,11,22,45,25,19,22,28,18,44,35,35,13,28,14
chr10.102497298.F,NA,25,14,27,11,22,13,19,10,NA,24,12,15,23,20,14,32,31,28,28,25,23,39,28,30,23,36,23
chr10.102497311.F,NA,24,14,27,11,22,14,19,10,NA,23,12,15,23,20,14,32,31,28,28,25,23,39,28,30,23,35,23
chr10.102497354.F,NA,21,14,27,11,22,14,19,10,NA,23,12,15,22,20,13,31,31,28,28,25,23,39,28,29,22,35,22
chr10.102497361.F,NA,21,14,27,11,22,14,19,10,NA,23,12,15,22,20,13,31,30,28,28,25,22,38,28,29,22,35,21
chr10.102497366.F,NA,18,13,26,NA,22,14,19,10,NA,20,12,15,22,19,13,31,30,26,28,24,21,36,28,28,22,35,21
chr10.102497372.F,NA,18,13,26,NA,21,14,19,10,NA,20,12,15,22,19,13,30,28,26,28,25,21,36,27,28,22,35,21
chr10.102497398.R,17,30,21,30,12,21,10,35,26,NA,24,20,NA,15,27,13,28,21,33,27,31,22,26,29,30,20,30,31
chr10.102497410.R,17,30,22,31,13,21,10,37,26,NA,24,20,NA,15,27,13,29,21,33,27,32,21,26,30,30,20,30,31
chr10.102497442.R,19,34,23,31,12,23,10,37,27,NA,24,24,NA,16,28,14,28,21,33,29,33,21,26,28,33,20,33,32
chr10.102497462.R,21,34,23,30,13,23,11,37,29,NA,27,24,12,16,29,15,30,21,36,29,33,22,26,32,33,20,33,33
chr10.102497471.R,21,34,23,31,13,23,11,37,29,NA,27,24,12,16,29,15,30,21,36,29,33,22,26,32,33,20,33,33
chr10.102497479.R,21,34,23,31,13,23,11,37,29,NA,27,24,12,16,29,15,30,21,36,29,33,22,26,32,33,20,33,33
chr11.31825756.F,11,30,30,24,10,18,NA,15,18,NA,NA,23,16,17,10,27,10,17,24,26,NA,26,20,31,21,18,19,NA
chr11.31825792.F,11,30,30,24,10,18,NA,15,18,NA,NA,23,16,17,10,27,10,17,24,26,NA,26,20,31,21,18,19,NA
chr11.31825793.R,19,15,22,19,16,12,13,26,20,NA,22,24,24,15,13,16,23,29,26,18,27,26,27,23,37,11,28,NA
chr11.31825797.F,10,30,30,24,10,17,NA,15,17,NA,NA,23,16,17,10,26,10,17,24,26,NA,26,20,31,20,18,18,NA
chr11.31825798.R,19,15,22,19,16,12,13,26,20,NA,22,24,24,15,13,16,23,29,26,18,27,26,27,22,37,11,28,NA
chr11.31825833.F,11,29,29,24,10,18,NA,15,18,NA,NA,23,16,17,10,27,10,16,24,26,NA,25,20,31,21,18,18,NA
chr11.31825834.R,19,15,22,19,16,11,13,26,20,NA,22,24,24,15,13,16,23,29,26,18,27,26,27,23,37,11,28,NA
chr11.31825838.F,19,27,28,46,14,22,14,39,34,NA,24,21,35,33,30,22,39,56,34,28,28,26,46,43,35,12,36,12
chr11.31825839.R,19,15,22,19,16,12,13,26,20,NA,22,24,24,15,13,16,23,29,26,18,27,26,27,23,37,11,28,NA
chr11.31825851.F,18,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,34,27,26,23,45,40,33,11,33,11
chr11.31825856.F,18,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,33,27,26,23,45,40,33,11,33,11
chr11.31825863.F,14,22,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,31,27,26,23,45,40,33,11,33,11
chr11.31825869.F,18,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,31,27,26,23,45,40,33,11,33,11
chr11.31825879.F,18,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,31,27,26,23,45,40,33,11,33,11
chr11.31825889.F,18,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,39,53,31,27,26,23,45,40,33,11,33,11
chr11.31825914.F,17,25,27,44,10,20,14,38,33,NA,24,19,34,33,30,20,37,53,31,27,26,23,45,40,32,11,33,11
chr11.31825943.R,NA,27,31,38,10,14,14,30,35,NA,31,38,14,18,28,25,19,34,30,29,32,21,32,36,27,11,25,NA
chr11.31825953.R,NA,26,31,38,10,14,15,30,35,NA,32,40,14,18,28,26,21,34,31,30,32,21,32,36,27,11,26,NA
chr11.31825955.R,NA,27,27,34,10,14,15,30,35,NA,32,40,14,18,28,26,21,34,31,30,32,21,32,36,27,11,26,NA
chr11.31825970.R,NA,28,32,38,10,14,15,31,35,NA,32,40,14,18,29,26,24,34,32,31,32,21,32,36,27,11,26,NA
chr11.31826006.R,NA,28,32,38,10,14,15,31,35,NA,32,40,14,18,29,26,24,34,32,31,32,21,32,36,27,11,26,NA
chr11.31826008.R,NA,28,32,38,10,14,15,31,35,NA,32,40,14,18,29,26,24,34,32,31,32,21,32,36,27,11,26,NA
chr11.31826019.R,NA,28,32,38,10,14,15,31,35,NA,32,40,14,18,29,26,24,34,32,31,32,21,32,36,27,11,26,NA
chr11.125036331.F,15,25,21,31,25,13,NA,29,25,NA,28,25,28,26,31,17,35,60,36,43,33,44,27,36,28,25,28,25
chr11.125036338.F,15,25,21,31,25,13,NA,29,25,NA,28,25,28,26,31,17,35,60,36,43,33,44,27,36,28,25,28,25
chr11.125036347.F,15,25,21,31,25,13,NA,29,25,NA,28,25,28,26,31,17,35,60,36,43,33,44,27,36,28,25,28,25
chr11.125036364.F,15,25,20,31,23,13,NA,29,25,NA,28,25,28,25,31,17,35,59,36,42,32,44,27,35,28,25,28,25
chr11.125036369.F,15,25,20,31,23,13,NA,29,24,NA,28,25,28,25,31,16,35,59,36,42,32,44,27,35,28,25,28,25
chr11.125036383.F,15,25,20,31,23,13,NA,29,24,NA,28,25,28,24,31,16,35,59,36,43,32,44,27,35,27,25,28,25
chr11.125036385.F,15,24,20,31,23,13,NA,27,24,NA,28,25,27,24,30,16,35,59,36,43,31,44,27,35,26,25,27,24
chr11.125036411.F,14,23,20,31,22,11,NA,27,23,NA,28,24,26,24,30,16,35,59,36,43,29,43,26,35,26,25,27,23
chr11.125036420.F,NA,13,17,24,15,NA,NA,21,18,NA,27,20,25,24,28,16,33,55,32,40,27,34,24,33,26,22,23,21
chr11.125036421.R,10,25,26,29,21,13,10,33,40,10,26,22,29,30,27,24,35,38,41,26,28,27,27,23,21,23,26,14
chr11.125036425.F,NA,14,16,24,15,NA,NA,21,19,NA,27,20,25,24,28,16,33,55,32,40,27,34,24,33,26,22,23,21
chr11.125036426.R,11,25,27,29,22,13,10,33,40,10,27,23,29,30,27,25,35,38,42,28,29,28,27,24,21,24,26,14
chr11.125036455.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,25,26,15
chr11.125036459.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,25,26,15
chr11.125036464.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,26,26,15
chr11.125036466.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,26,26,15
chr11.125036469.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,26,26,15
chr11.125036474.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,35,40,43,30,29,28,27,25,21,26,26,15
chr11.125036480.R,11,26,27,31,22,13,10,33,41,10,27,24,29,30,27,25,34,40,43,30,29,28,27,25,21,26,26,15
chr11.125036488.R,11,26,22,25,22,13,10,33,41,11,27,24,33,30,27,25,35,39,44,30,29,28,27,25,21,26,26,15
chr11.125036497.R,10,26,28,31,22,13,10,33,41,11,27,24,33,30,27,25,35,40,44,30,29,28,27,25,21,26,26,15
chr11.125036499.R,11,26,28,31,22,13,10,33,41,11,27,24,33,30,27,25,35,40,44,30,29,28,27,25,21,26,26,15
chr11.125036506.R,11,26,28,31,22,13,10,33,41,11,27,24,33,30,27,25,35,40,44,30,29,28,27,25,21,26,26,15
chr11.125036516.R,11,26,28,31,22,13,10,33,41,11,28,24,33,30,27,25,35,40,45,30,29,28,27,25,21,26,26,15
chr12.95942148.F,42,52,61,48,22,38,26,63,104,18,32,55,94,95,37,59,128,78,135,45,47,61,66,55,47,34,37,36
chr12.95942157.F,42,52,61,48,22,38,26,63,103,18,32,55,94,91,37,59,127,78,133,45,47,61,66,55,47,34,37,36
chr12.95942158.R,13,19,27,18,NA,11,NA,17,79,NA,27,34,89,80,20,28,73,71,61,25,19,30,29,30,22,22,22,27
chr12.95942159.F,42,52,61,48,22,38,26,63,103,18,32,55,94,91,37,59,127,78,133,45,47,61,66,55,47,34,37,36
chr12.95942160.R,13,19,27,18,NA,11,NA,17,79,NA,27,34,89,80,20,29,73,71,61,25,19,30,29,30,22,22,22,27
chr12.95942178.F,42,52,61,48,22,37,26,63,103,18,32,55,94,91,37,59,126,77,132,45,47,61,66,55,47,34,37,36
chr12.95942179.R,13,20,27,18,NA,11,NA,17,79,NA,27,34,92,85,20,29,73,72,62,25,20,30,29,30,22,22,22,27
chr12.95942187.F,42,52,61,48,22,36,26,63,103,18,32,55,94,91,37,59,126,77,132,45,47,61,66,55,47,34,37,36
chr12.95942188.R,13,20,27,18,NA,11,NA,17,79,NA,28,34,92,85,20,28,72,72,62,24,20,30,28,31,22,22,23,27
chr12.95942191.F,40,52,61,48,22,36,26,63,103,18,32,55,94,91,37,59,126,77,132,45,47,61,66,54,47,34,37,36
chr12.95942192.R,13,20,27,18,NA,11,NA,17,80,NA,28,34,92,85,20,29,73,73,62,25,21,30,29,32,21,22,23,27
chr12.95942193.F,42,52,61,48,22,36,26,62,103,18,32,55,94,91,37,59,126,76,132,45,47,61,66,54,47,34,37,36
chr12.95942194.R,13,20,27,18,NA,11,NA,17,79,NA,28,34,92,84,20,28,72,73,61,25,21,30,29,32,22,22,23,27
chr12.95942197.F,42,52,61,48,22,36,26,63,103,18,32,55,94,91,37,59,126,77,132,45,47,61,66,54,47,34,37,36
chr12.95942198.R,13,20,27,19,NA,11,NA,17,80,NA,28,34,92,86,20,30,76,73,62,25,21,30,29,33,22,22,24,27
chr12.95942212.F,42,52,53,40,22,36,25,63,103,18,32,55,94,91,37,59,126,77,132,45,47,60,66,54,47,34,37,36
chr12.95942213.R,15,19,27,20,NA,11,10,17,78,NA,28,33,92,87,21,30,77,73,61,25,22,30,31,33,23,22,23,27
chr12.95942226.F,41,49,57,47,21,35,24,62,100,18,30,53,91,89,37,57,123,76,130,45,44,59,63,50,45,32,36,35
chr12.95942227.R,15,20,30,20,NA,12,10,17,81,NA,29,33,97,89,21,31,79,73,63,25,22,30,31,35,24,22,24,28
chr12.95942231.F,41,49,57,46,20,34,24,61,99,18,30,50,91,89,37,57,122,70,130,45,44,59,63,50,45,31,36,35
chr12.95942232.R,15,20,29,20,NA,12,10,17,81,NA,29,34,97,88,21,31,79,73,63,25,22,30,31,35,24,22,24,28
chr12.95942239.F,40,49,57,46,20,33,23,60,98,18,30,48,90,89,37,57,120,75,130,45,44,59,61,50,45,30,36,35
chr12.95942240.R,15,20,30,20,NA,12,10,17,81,NA,29,34,97,89,21,31,80,73,63,25,22,30,31,35,24,22,24,28
chr12.95942251.R,15,20,30,20,NA,12,10,17,81,NA,29,34,97,89,21,31,80,73,63,25,22,30,31,35,24,22,24,28
chr12.95942335.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942339.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942341.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942344.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942347.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942350.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942352.F,NA,17,18,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942354.F,NA,17,19,22,NA,NA,11,14,40,NA,17,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942361.F,NA,17,19,22,NA,NA,11,14,40,NA,18,17,16,55,11,17,33,41,31,23,18,25,20,21,13,12,19,10
chr12.95942376.F,NA,17,19,22,NA,NA,11,14,38,NA,18,17,16,54,11,17,33,41,29,23,18,25,20,21,13,12,19,10
chr12.95942378.F,NA,17,19,21,NA,NA,11,14,38,NA,18,17,16,54,11,17,33,41,29,23,17,25,20,21,12,12,19,10
chr12.95942380.F,NA,17,19,21,NA,NA,11,14,38,NA,17,17,16,54,11,17,32,41,29,23,17,25,20,21,12,12,19,10
chr12.95942384.F,NA,17,19,21,NA,NA,11,14,38,NA,18,17,16,54,11,17,33,41,29,23,17,25,20,21,12,12,19,10
chr12.95942464.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942474.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942477.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942481.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942485.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942491.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,28,13,14,15
chr12.95942508.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,27,13,14,15
chr12.95942515.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,38,28,23,37,41,22,27,13,14,15
chr12.95942518.F,14,13,39,27,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,37,28,23,37,41,21,27,12,14,14
chr12.95942520.F,14,13,39,26,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,37,28,23,37,41,21,27,12,14,14
chr12.95942524.F,14,13,39,26,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,37,28,23,37,41,21,27,12,14,14
chr12.95942526.F,14,13,39,26,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,36,28,23,37,41,21,27,12,14,14
chr12.95942528.F,14,13,37,21,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,36,28,23,37,41,21,27,12,14,14
chr12.95942534.F,14,13,39,26,13,NA,NA,19,34,NA,11,28,12,24,11,NA,14,25,36,28,23,37,41,21,27,12,14,14
chr12.95942536.F,14,13,39,26,13,NA,NA,19,34,NA,11,28,12,24,11,NA,13,25,36,28,23,37,41,21,27,12,14,14
chr13.25319891.F,18,29,18,33,NA,13,NA,11,10,NA,15,28,20,20,18,20,17,18,13,26,26,22,36,39,36,27,45,18
chr13.25319906.F,18,29,18,33,NA,13,NA,11,10,NA,15,28,20,20,18,20,17,18,19,26,26,22,36,39,36,27,45,18
chr13.25319916.F,14,20,18,33,NA,13,NA,11,10,NA,15,28,20,20,18,20,17,18,19,26,26,22,36,39,36,27,45,18
chr13.25319922.F,18,29,18,33,NA,13,NA,11,10,NA,15,28,20,20,18,20,17,18,19,26,26,22,36,39,36,27,45,18
chr13.25319941.F,18,29,18,33,NA,13,NA,11,10,NA,15,27,20,20,18,20,17,18,19,26,26,22,36,39,36,27,45,18
chr13.25319988.F,29,44,35,54,30,25,NA,24,19,NA,27,42,30,33,46,42,32,30,27,48,52,35,62,64,57,53,61,22
chr13.25320001.F,18,25,24,29,25,15,NA,19,11,NA,18,22,12,15,29,22,19,17,17,24,27,18,30,29,25,26,24,NA
chr13.25320009.F,17,25,24,29,25,15,NA,19,11,NA,18,23,12,15,29,22,19,17,17,24,27,18,30,29,25,26,24,NA
chr13.25320013.F,18,20,24,29,25,15,NA,19,11,NA,18,22,12,15,29,22,19,17,17,24,27,18,30,29,25,26,23,NA
chr13.25320032.F,17,25,24,29,25,15,NA,19,11,NA,18,23,12,15,29,22,19,17,17,24,27,18,30,28,25,26,24,NA
chr13.25320033.R,12,20,19,29,18,11,NA,21,11,NA,13,27,19,27,25,20,35,19,21,21,32,16,29,19,32,21,27,NA
chr13.25320034.F,17,25,24,28,25,15,NA,19,11,NA,18,23,12,15,29,22,19,17,17,24,27,18,30,28,25,26,24,NA
chr13.25320035.R,18,25,21,30,20,13,NA,25,13,NA,17,27,19,27,26,20,36,24,21,24,34,19,35,24,44,27,37,NA
chr13.25320073.F,13,23,24,28,24,14,NA,19,11,NA,17,19,12,15,28,21,18,17,16,23,25,18,30,24,25,26,22,NA
chr13.25320074.R,19,25,21,32,21,13,NA,25,13,NA,17,29,19,29,26,20,37,26,21,24,36,19,36,26,45,27,37,NA
chr13.25320075.F,12,23,23,28,24,14,NA,19,11,NA,17,18,12,15,28,21,18,15,15,23,25,18,30,24,24,26,22,NA
chr13.25320076.R,19,25,21,32,21,13,NA,25,13,NA,17,29,19,28,26,20,36,26,21,24,36,19,36,25,45,27,37,NA
chr13.25320079.F,12,23,23,28,24,14,NA,19,11,NA,17,18,12,15,27,20,18,17,15,23,25,18,30,24,24,26,22,NA
chr13.25320080.R,19,25,21,32,21,13,NA,25,13,NA,17,29,19,29,26,20,36,26,21,24,36,19,34,26,45,27,37,NA
chr13.25320088.F,12,22,23,28,24,14,NA,19,11,NA,15,18,11,14,27,20,18,17,13,21,22,16,28,23,24,25,21,NA
chr13.25320089.R,19,25,22,32,21,13,NA,25,13,NA,17,28,19,29,26,20,38,26,21,24,35,19,35,25,45,27,37,NA
chr13.25320096.R,19,24,22,32,21,13,NA,25,13,NA,17,29,19,29,26,21,38,26,21,24,36,19,36,26,45,27,37,NA
chr13.25320107.R,19,25,22,32,21,13,NA,25,13,NA,17,31,19,29,26,21,38,26,21,24,36,19,36,26,47,27,37,NA
chr13.25320110.R,19,25,22,32,21,13,NA,25,13,NA,17,31,19,29,26,20,38,26,21,24,36,19,36,26,47,27,37,NA
chr13.25320117.R,19,25,22,32,21,13,NA,25,13,NA,17,31,19,29,26,21,38,26,21,24,36,19,36,26,47,27,37,NA
chr13.25320129.R,19,25,22,32,21,13,NA,25,13,NA,17,31,19,29,26,21,38,26,21,24,36,19,36,25,47,27,37,NA
chr13.25321001.F,NA,32,30,33,30,21,11,39,37,NA,13,26,32,29,19,46,33,55,20,25,37,30,40,56,41,43,40,22
chr13.25321012.F,NA,32,30,33,30,21,11,39,37,NA,13,26,32,29,19,46,33,55,20,25,37,30,40,56,41,43,40,22
chr13.25321030.F,NA,32,28,33,30,21,10,39,36,NA,13,25,32,29,19,46,31,55,19,25,35,30,40,56,41,41,39,20
chr13.25321031.R,18,38,39,48,35,30,13,27,27,NA,39,40,NA,52,21,48,44,26,28,54,52,32,39,41,45,32,34,16
chr13.25321033.F,NA,32,28,33,30,21,10,39,36,NA,13,26,32,29,19,44,31,55,18,25,35,28,40,56,41,42,39,19
chr13.25321034.R,19,38,40,48,36,30,15,27,27,NA,39,40,NA,52,21,48,44,26,28,55,54,32,39,43,46,33,34,17
chr13.25321036.F,NA,32,28,33,30,21,10,39,36,NA,13,26,30,29,19,45,30,55,18,25,35,28,40,55,41,42,39,18
chr13.25321037.R,19,39,40,49,36,30,15,27,27,NA,39,41,NA,52,22,48,44,27,28,56,55,32,40,43,48,35,36,17
chr13.25321041.F,NA,32,26,32,30,21,10,39,36,NA,13,25,32,29,19,45,31,55,18,24,35,27,40,54,40,41,39,18
chr13.25321042.R,19,39,40,49,36,30,15,27,27,NA,39,41,NA,52,22,48,44,27,29,56,55,32,40,43,48,35,36,17
chr13.25321043.F,NA,32,27,30,30,21,10,39,36,NA,13,26,31,29,19,45,31,55,18,24,35,27,40,54,41,42,39,18
chr13.25321044.R,19,39,40,49,36,30,17,27,27,NA,40,41,NA,52,22,48,44,27,30,56,55,32,40,43,50,36,36,17
chr13.25321046.F,NA,31,27,31,30,21,10,36,36,NA,13,25,30,28,19,45,31,54,18,24,35,26,40,52,41,42,39,18
chr13.25321047.R,21,41,41,50,36,30,18,27,27,NA,41,42,NA,52,22,50,44,28,33,56,57,34,41,43,51,36,36,17
chr13.25321064.F,NA,29,27,31,30,21,10,36,35,NA,11,23,29,27,18,44,30,54,18,19,34,22,36,50,40,35,36,17
chr13.25321065.R,21,42,41,51,37,32,18,27,28,NA,42,42,NA,54,22,50,44,31,33,58,57,35,41,44,51,36,36,17
chr13.25321068.F,NA,29,27,31,30,21,10,36,35,NA,11,23,29,27,18,44,29,54,18,19,33,22,36,49,40,35,36,17
chr13.25321069.R,21,42,41,51,37,32,18,27,28,NA,42,42,NA,54,22,50,44,31,33,58,57,35,41,44,51,36,36,17
chr13.25321093.F,NA,29,26,31,29,21,10,36,33,NA,11,22,29,26,18,43,28,52,18,18,33,17,35,46,39,35,36,16
chr13.25321094.R,21,42,41,51,37,32,18,27,28,NA,42,41,NA,54,22,50,44,31,33,58,57,35,41,42,51,35,35,17
chr13.25321114.R,21,42,41,51,37,32,18,27,28,NA,42,42,NA,54,22,50,44,31,33,58,57,35,41,44,51,36,36,17
chr13.25321128.R,21,42,41,51,37,32,18,27,28,NA,42,42,NA,54,22,50,44,31,33,58,57,35,41,44,51,36,36,17
chr13.53421259.F,24,36,48,47,33,17,19,26,65,17,35,55,44,50,30,41,79,77,53,39,45,46,44,53,41,44,41,14
chr13.53421269.F,24,36,48,47,33,17,19,26,65,17,35,55,44,50,30,41,79,77,53,39,45,46,44,53,41,44,41,14
chr13.53421270.R,NA,17,32,27,24,17,NA,18,36,NA,18,28,30,55,26,22,57,40,48,35,27,35,31,53,25,15,31,21
chr13.53421284.F,17,26,48,46,33,16,19,26,63,17,33,54,44,49,30,40,79,77,53,39,44,46,43,53,41,44,41,13
chr13.53421285.R,12,21,35,28,30,20,12,20,38,NA,20,33,30,59,26,22,59,42,49,38,28,39,33,63,34,21,33,24
chr13.53421289.F,24,36,48,47,33,17,19,26,65,17,35,55,43,50,30,41,79,77,53,39,45,46,44,53,41,44,41,14
chr13.53421290.R,12,21,35,28,30,20,12,20,38,NA,20,33,30,59,26,22,59,42,49,38,28,39,33,62,34,21,33,24
chr13.53421299.F,24,36,48,47,33,17,19,26,65,17,35,55,44,50,30,41,79,77,53,39,45,46,44,53,41,44,41,14
chr13.53421300.R,12,21,37,28,30,20,12,21,40,NA,20,34,33,61,26,22,64,43,55,38,28,39,34,64,34,21,33,24
