,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr9.94444154.R,0,0,14,0,NA,NA,0,1,1,2,2,0,0,1,2,0,10,2,0,4,0,8,1,9,0,6,0,0
chr9.94444163.F,1,0,15,0,16,0,2,3,5,0,0,1,0,9,3,0,2,0,0,1,0,6,0,14,1,13,1,NA
chr9.94444164.R,0,0,13,0,NA,NA,0,1,1,2,2,0,0,1,2,0,8,2,0,4,0,7,0,7,0,5,0,0
chr9.94444167.F,1,0,15,0,16,0,2,3,5,0,0,0,0,5,2,0,5,0,0,0,0,5,0,13,1,13,0,NA
chr9.94444168.R,0,0,13,1,NA,NA,0,1,1,2,2,0,0,1,1,0,5,3,0,3,0,7,0,7,0,5,0,0
chr9.94444180.F,1,0,14,0,9,0,2,3,4,0,0,0,0,0,2,0,1,0,0,0,0,4,0,13,0,10,0,NA
chr9.94444181.R,0,0,12,0,NA,NA,0,0,1,0,2,0,0,1,0,0,0,2,0,4,0,4,0,6,0,5,0,0
chr9.94444184.F,1,0,15,0,15,0,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,14,0,12,0,NA
chr9.94444185.R,0,0,14,0,NA,NA,0,1,1,0,2,1,0,1,1,0,0,2,0,4,0,7,0,7,0,7,0,0
chr9.94444198.F,0,0,14,0,12,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,14,1,5,0,NA
chr9.94444199.R,0,0,13,0,NA,NA,0,0,0,0,2,0,0,0,1,0,4,2,0,3,0,5,0,5,0,5,0,0
chr9.94444200.F,0,0,15,0,17,0,0,3,3,0,0,0,0,0,4,3,1,0,1,0,0,5,0,14,1,13,0,NA
chr9.94444201.R,0,0,14,0,9,NA,0,2,2,1,2,0,1,1,1,0,1,2,0,1,0,6,0,5,0,5,0,2
chr9.94444206.F,0,0,15,0,16,0,0,3,4,0,0,1,1,9,1,4,2,0,0,1,1,3,0,13,1,13,0,NA
chr9.94444207.R,0,0,13,1,7,NA,0,0,1,0,2,0,1,1,1,0,2,2,0,4,0,4,0,6,0,6,0,2
chr9.94444209.F,0,0,15,0,17,0,0,2,2,0,0,0,0,1,3,1,1,0,0,1,1,2,0,14,0,13,0,NA
chr9.94444210.R,0,0,14,0,8,NA,1,1,2,1,2,0,0,1,1,0,5,2,0,3,0,4,0,6,0,5,0,2
chr9.94444213.F,0,0,15,1,16,0,0,4,4,0,0,0,0,0,2,0,0,2,1,0,0,4,0,13,1,11,0,NA
chr9.94444214.R,0,0,14,2,12,NA,1,0,1,0,2,0,0,2,0,0,5,3,0,4,0,5,0,6,0,4,0,2
chr9.94444240.R,0,0,14,1,8,NA,0,0,2,2,2,0,0,0,0,0,6,2,0,1,0,2,0,5,0,7,0,0
chr9.94444248.R,0,0,15,0,12,NA,1,0,4,1,2,1,0,1,0,0,2,3,0,1,0,9,1,6,0,6,0,0
chr9.100610926.F,30,6,40,2,32,0,12,43,13,21,2,7,11,8,6,4,7,14,19,23,0,36,1,40,2,21,3,17
chr9.100610931.F,28,4,42,0,32,2,12,39,2,21,1,5,0,0,6,2,1,11,20,24,2,38,1,45,2,18,3,17
chr9.100610932.R,14,1,31,0,12,0,3,20,4,NA,1,3,3,2,3,6,3,1,14,13,0,19,3,10,1,6,0,NA
chr9.100610942.F,30,3,39,2,37,0,11,43,3,21,1,5,9,1,4,5,4,16,19,25,2,43,2,48,0,27,2,17
chr9.100610943.R,15,3,32,3,11,1,5,19,0,NA,1,3,3,0,8,3,5,1,21,18,0,28,1,32,3,18,1,NA
chr9.100610944.F,30,0,39,1,33,0,11,41,0,15,0,5,0,6,1,1,3,16,11,23,1,39,0,35,1,25,1,16
chr9.100610945.R,15,3,32,0,13,0,5,18,0,NA,0,2,0,0,4,3,2,0,17,17,0,30,0,27,1,13,1,NA
chr9.100610962.F,30,4,35,0,36,0,12,40,4,21,0,3,0,4,1,0,3,11,21,25,1,37,1,47,0,3,0,17
chr9.100610963.R,13,1,31,1,13,0,5,17,0,NA,1,1,0,0,2,3,1,0,15,17,0,30,2,28,1,3,1,NA
chr9.100610992.F,27,3,39,3,29,1,13,33,12,16,6,9,2,12,7,6,12,16,23,17,1,30,2,35,0,9,1,15
chr9.100610993.R,14,2,29,3,13,0,7,16,4,NA,1,9,0,0,7,8,10,7,13,13,0,23,0,25,1,4,0,NA
chr9.100610997.F,28,2,39,0,35,1,7,42,8,18,0,6,3,9,9,6,0,6,16,23,1,37,0,38,1,10,0,17
chr9.100610998.R,13,1,29,0,13,0,6,18,9,NA,0,6,0,0,3,4,5,1,14,20,0,29,0,25,0,3,1,NA
chr9.100611004.F,19,2,38,3,24,2,7,41,16,17,9,15,8,8,15,11,2,15,30,23,3,42,1,47,4,38,2,19
chr9.100611005.R,13,1,31,5,13,0,5,18,6,NA,1,9,2,0,10,10,12,7,21,20,0,40,2,35,2,24,0,NA
chr9.100611020.F,15,3,37,2,23,1,6,38,16,17,5,11,5,11,6,9,2,10,18,22,1,39,1,44,5,39,1,19
chr9.100611021.R,17,1,31,3,14,0,5,21,9,NA,0,15,1,2,5,9,7,4,25,20,0,34,2,31,0,24,0,NA
chr9.100611022.F,12,3,37,3,21,0,5,36,8,16,4,11,0,4,8,11,3,9,19,19,1,38,0,31,0,32,1,16
chr9.100611023.R,15,3,31,1,13,0,6,20,9,NA,2,5,3,2,6,10,6,4,17,18,0,32,2,29,0,26,2,NA
chr9.100611025.F,6,0,21,2,9,0,1,18,7,9,3,7,1,1,8,5,0,4,20,18,0,32,1,29,2,18,1,17
chr9.100611026.R,14,1,32,0,14,0,5,17,7,NA,1,9,3,0,4,7,10,10,20,19,0,34,0,31,0,12,0,NA
chr9.100611030.R,14,3,32,1,13,0,5,17,11,NA,1,13,5,2,9,12,9,1,21,18,0,36,1,30,1,21,0,NA
chr9.126775184.F,7,2,14,1,12,1,0,11,2,3,5,9,0,0,3,3,4,8,0,9,1,20,2,8,3,23,5,8
chr9.126775191.F,5,1,13,0,10,0,0,11,9,3,6,8,0,3,2,5,2,2,0,7,0,11,1,6,2,15,2,6
chr9.126775214.F,8,2,15,0,11,0,0,11,0,1,2,9,0,4,8,1,3,2,3,6,1,22,0,14,3,21,1,6
chr9.126775229.F,10,1,17,1,13,0,3,12,2,3,4,9,4,1,9,3,6,2,5,11,1,22,0,7,2,17,0,8
chr9.126775230.R,11,6,34,2,16,1,1,11,5,2,4,6,0,0,6,1,0,0,6,6,5,16,2,20,1,14,0,NA
chr9.126775238.F,13,3,20,3,12,3,1,14,1,5,6,11,0,0,12,6,5,11,12,11,1,26,1,14,2,27,0,8
chr9.126775239.R,17,3,35,3,19,1,2,12,4,2,0,6,1,3,7,2,4,0,8,8,3,26,2,26,0,22,2,NA
chr9.126775254.F,9,2,17,0,15,1,5,16,2,3,3,11,2,5,7,5,2,3,3,15,2,23,0,12,2,23,1,5
chr9.126775255.R,19,3,39,1,18,4,5,13,3,2,3,7,0,0,7,6,0,5,4,6,1,27,1,27,0,11,1,6
chr9.126775261.F,11,1,15,0,14,0,6,12,3,5,4,7,0,0,5,3,1,4,0,11,3,28,0,10,1,22,1,6
chr9.126775262.R,21,5,37,0,19,0,4,9,6,3,1,5,0,0,9,5,2,5,1,7,1,26,1,21,3,16,0,7
chr9.126775263.F,10,1,15,1,13,0,6,15,0,3,5,7,0,1,0,2,0,4,2,6,1,28,1,6,0,20,1,5
chr9.126775264.R,17,3,38,2,19,4,3,13,5,3,0,4,0,3,6,2,0,0,1,4,0,22,2,10,2,10,1,2
chr9.126775322.R,26,8,50,10,26,4,9,31,16,2,18,19,6,15,12,9,6,7,13,28,13,53,15,38,16,11,16,6
chr9.129377637.F,2,0,5,0,0,0,3,4,0,0,0,3,1,0,0,1,0,0,1,0,0,11,0,9,0,2,0,11
chr9.129377645.F,1,0,4,0,2,0,3,7,0,0,0,4,0,5,3,0,1,0,2,1,0,18,0,14,0,3,0,14
chr9.129377654.F,1,1,6,0,0,0,4,7,0,0,2,3,0,0,1,0,1,0,0,2,0,20,0,16,1,1,1,14
chr9.129377666.F,0,0,5,0,1,0,3,8,0,5,1,2,0,0,1,1,2,5,0,1,0,22,0,13,0,0,0,14
chr9.129377674.F,0,0,3,0,0,0,3,3,0,0,0,1,0,0,2,0,1,1,0,0,0,19,0,11,0,0,0,11
chr9.129377681.F,0,1,3,0,0,0,3,3,0,3,0,2,0,0,2,0,2,1,1,0,0,20,0,12,0,0,0,5
chr9.129377684.F,1,0,3,0,0,0,3,2,0,0,0,2,0,0,1,0,1,1,0,0,1,18,0,13,0,0,0,5
chr9.129377690.F,0,0,5,0,1,0,3,2,0,0,0,3,0,0,1,0,1,0,1,2,0,18,1,11,0,0,1,9
chr9.129377703.F,0,0,4,0,1,0,3,3,0,0,0,2,0,0,0,0,0,1,1,0,0,18,0,8,1,0,0,6
chr9.129377714.F,1,0,4,0,0,0,2,3,0,0,1,3,0,0,1,0,1,0,0,1,2,19,0,8,0,0,1,3
chr9.129377715.R,0,0,1,0,0,0,NA,2,0,NA,0,1,0,1,2,1,0,2,0,0,2,16,0,6,0,0,0,2
chr9.129377718.F,1,0,4,1,0,0,2,3,0,0,0,4,0,0,1,2,0,0,0,1,0,18,0,12,0,0,0,5
chr9.129377719.R,0,1,1,0,0,0,NA,0,0,NA,1,2,0,1,3,2,0,3,0,0,3,16,0,7,1,0,0,3
chr9.129377730.F,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,0,1,0,0,0,0
chr9.129377731.R,0,0,12,0,0,0,2,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,17,0,2,1,0,0,0
chr9.129377739.R,0,0,11,0,1,0,3,0,1,NA,0,0,0,1,0,0,1,0,0,0,0,15,0,2,0,0,0,3
chr9.129377744.R,0,0,12,0,0,0,3,1,0,NA,0,1,0,1,0,0,0,0,0,1,0,17,0,0,0,0,0,0
chr9.129377754.R,0,0,10,0,0,0,4,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,15,0,2,0,0,0,0
chr9.129377772.R,0,0,16,0,1,0,4,6,0,NA,2,1,0,0,0,0,0,2,4,0,0,21,0,10,1,0,0,1
chr9.129377774.R,0,0,13,0,1,0,4,5,0,NA,0,0,0,1,0,0,0,0,0,0,1,18,0,9,0,0,0,1
chr9.129377777.R,0,0,12,0,1,0,4,2,0,NA,0,0,0,0,0,0,2,2,0,0,0,18,0,5,0,0,0,0
chr9.129377812.R,1,0,14,0,0,0,3,1,0,NA,0,2,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0
chr10.15761545.F,5,1,3,0,NA,0,0,3,0,NA,0,2,0,1,0,0,1,3,0,0,2,4,0,3,0,5,1,0
chr10.15761550.F,3,0,6,0,NA,0,1,6,0,NA,1,3,0,0,2,0,1,3,0,1,0,2,0,5,0,8,0,0
chr10.15761554.F,5,1,5,0,NA,0,1,4,0,NA,1,3,0,0,1,1,0,2,0,1,1,3,0,6,0,9,1,0
chr10.15761561.F,4,0,7,1,NA,0,0,9,0,NA,1,2,1,0,1,0,1,5,0,0,0,0,0,6,1,9,1,1
chr10.15761565.F,4,0,3,0,NA,0,0,6,0,NA,1,1,1,1,1,0,0,5,0,0,0,4,0,5,1,9,0,0
chr10.15761569.F,3,0,6,0,NA,0,0,3,0,NA,1,1,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0
chr10.15761572.F,4,1,4,0,NA,0,0,7,0,NA,0,1,0,0,1,2,0,0,0,0,0,0,2,6,0,8,0,0
chr10.15761590.F,6,0,4,0,NA,0,0,5,2,NA,1,1,0,1,1,2,0,2,0,0,0,0,1,6,1,7,3,0
chr10.15761593.F,5,0,9,1,NA,0,2,7,2,NA,1,3,0,2,0,3,1,5,0,1,1,2,1,5,1,8,1,0
chr10.15761599.F,0,0,5,0,NA,0,3,5,0,NA,0,1,2,0,1,2,1,5,0,0,0,0,2,7,0,7,0,0
chr10.15761620.F,0,0,2,0,NA,0,0,2,3,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,2,1,0
chr10.15761644.F,0,1,3,0,NA,0,0,0,0,NA,0,1,0,3,1,2,0,0,0,0,1,0,0,1,1,4,0,1
chr10.15761645.R,0,0,2,0,NA,NA,0,2,1,NA,0,0,0,2,0,1,1,0,0,0,1,0,1,2,0,NA,0,0
chr10.15761658.R,0,0,3,1,4,0,1,5,3,NA,1,1,0,4,0,1,0,0,0,0,0,0,0,5,0,1,1,1
chr10.15761669.R,2,1,4,4,2,0,0,4,1,NA,0,1,1,4,3,1,0,0,2,1,2,0,0,5,2,2,3,1
chr10.15761694.R,4,0,4,0,4,0,1,1,3,NA,2,0,0,0,2,0,0,0,0,0,0,1,0,4,0,8,1,0
chr10.15761696.R,4,1,5,0,4,0,2,3,5,NA,1,0,1,2,0,2,0,0,1,1,0,1,0,3,0,7,1,0
chr10.15761700.R,4,1,5,0,4,0,2,4,1,NA,3,1,0,0,3,0,1,0,2,1,0,7,0,6,0,9,1,0
chr10.15761702.R,5,1,7,0,4,0,1,4,5,NA,0,1,0,0,0,0,2,1,0,1,0,3,0,4,0,9,1,0
chr10.15761705.R,3,1,6,1,4,0,1,0,5,NA,1,4,0,0,2,1,0,2,6,1,0,7,0,4,2,9,1,0
chr10.15761718.R,2,0,6,1,4,0,2,1,1,NA,0,6,0,4,1,1,0,0,0,0,0,2,2,3,1,2,0,0
chr10.15761720.R,5,0,6,1,4,0,2,3,3,NA,0,4,0,0,4,2,1,2,7,0,0,7,0,4,0,3,0,0
chr10.15761727.R,3,0,6,1,4,0,2,2,1,NA,2,7,0,2,4,2,1,1,4,0,0,3,2,5,0,3,1,2
chr10.15761730.R,5,0,5,0,3,0,1,2,2,NA,4,2,0,3,0,2,0,1,0,0,0,0,2,3,1,1,1,0
chr10.15761743.R,5,1,2,0,0,0,1,1,1,NA,2,1,1,4,2,2,1,0,0,1,0,1,0,4,0,1,0,0
chr10.15761808.R,NA,0,NA,0,1,0,NA,1,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
chr10.15761810.R,NA,0,NA,0,0,0,NA,1,NA,NA,NA,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0
chr10.15761815.R,NA,0,NA,0,5,0,NA,4,NA,NA,NA,1,2,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0
chr10.15761827.R,NA,0,1,0,6,0,NA,2,NA,NA,NA,1,0,3,0,1,2,1,2,1,0,1,0,3,1,7,0,0
chr10.15761855.R,NA,0,2,0,3,0,NA,4,NA,NA,NA,1,2,0,0,3,0,0,6,1,0,0,2,3,0,0,0,0
chr10.15761870.R,NA,1,5,0,5,0,NA,3,NA,NA,NA,0,2,0,1,1,2,0,7,1,0,0,0,4,0,1,0,0
chr10.15761877.R,NA,0,5,1,6,1,NA,3,NA,NA,NA,0,2,0,1,1,0,0,4,1,0,0,0,3,0,1,1,0
chr10.57391003.F,2,2,9,2,24,0,9,13,4,1,1,4,5,4,4,8,3,11,1,4,3,8,2,29,1,13,1,NA
chr10.57391004.R,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,NA
chr10.57391020.F,3,2,7,1,25,0,5,10,2,7,0,2,0,3,2,12,1,5,3,3,2,11,0,25,0,12,2,NA
chr10.57391021.R,3,0,6,0,12,0,2,3,0,NA,0,5,0,0,2,3,1,0,1,3,0,7,0,18,0,8,1,NA
chr10.57391033.F,2,1,4,1,19,1,6,5,2,1,0,1,5,3,1,9,1,6,2,2,1,9,0,18,0,13,0,NA
chr10.57391034.R,2,1,2,0,12,0,2,2,0,NA,2,2,0,0,3,2,1,1,0,2,0,5,0,14,0,8,2,NA
chr10.57391039.F,3,3,7,0,25,0,5,8,2,6,0,3,2,3,2,11,1,2,2,4,0,10,0,27,0,12,0,NA
chr10.57391040.R,2,0,6,0,12,0,3,6,0,NA,1,3,0,3,3,2,1,0,2,2,0,7,1,18,0,6,1,NA
chr10.57391046.F,4,3,6,0,27,1,5,9,2,7,0,4,2,3,3,8,2,11,1,4,1,11,1,24,1,13,0,NA
chr10.57391047.R,2,2,6,0,13,1,1,5,0,NA,1,2,0,3,3,2,2,1,3,5,0,5,0,17,0,7,2,NA
chr10.57391055.F,3,4,11,3,31,1,7,12,5,8,3,6,3,4,5,9,3,13,9,5,1,19,2,29,2,12,2,NA
chr10.57391056.R,3,3,5,0,15,1,3,6,0,NA,1,5,0,2,2,4,1,0,2,3,1,12,1,21,1,8,2,NA
chr10.57391070.F,3,1,2,0,7,0,4,3,0,7,0,1,2,3,2,7,0,7,1,0,0,1,0,13,1,0,0,NA
chr10.57391071.R,1,0,1,0,6,0,2,0,0,NA,1,2,0,0,0,2,3,0,2,2,0,1,0,8,0,2,2,NA
chr10.57391078.F,1,5,9,1,27,0,6,9,2,0,0,2,3,0,3,7,1,11,2,3,2,9,1,20,2,12,0,NA
chr10.57391079.R,2,2,4,0,11,1,1,4,0,NA,1,3,0,0,1,3,3,0,2,5,0,7,1,17,1,8,0,NA
chr10.57391093.F,0,1,3,0,7,0,1,3,0,1,0,3,0,2,1,5,1,2,0,1,1,10,0,15,0,9,0,NA
chr10.57391094.R,2,0,2,0,12,1,2,3,0,NA,0,2,1,0,2,1,0,0,0,1,0,5,0,18,1,8,0,NA
chr10.57391095.F,0,2,1,1,8,1,1,4,2,NA,0,1,1,2,3,3,1,3,0,0,0,6,0,12,0,6,0,NA
chr10.57391096.R,1,1,1,0,9,0,1,1,0,NA,0,3,0,0,2,1,0,0,0,4,0,5,0,16,1,4,0,NA
chr10.57391101.F,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA
chr10.57391102.R,1,1,1,0,8,1,2,1,0,NA,0,2,0,0,2,1,1,0,0,5,0,3,0,10,0,7,0,NA
chr10.57391164.F,0,0,2,0,6,1,1,7,3,NA,0,3,3,1,3,1,3,0,2,0,2,3,0,6,0,2,0,0
chr10.57391182.F,0,0,1,0,2,0,3,5,3,NA,0,2,2,0,2,1,1,1,3,0,4,4,1,5,1,1,1,0
chr10.57391197.F,2,0,2,0,12,2,3,7,3,NA,1,4,1,1,2,3,1,5,3,1,0,4,0,7,1,3,2,0
chr10.57391199.F,2,0,3,0,12,0,0,8,3,NA,0,2,3,1,3,4,4,4,3,1,0,2,1,9,1,3,2,0
chr10.57391201.F,2,0,3,2,8,2,2,9,5,NA,3,4,3,1,4,3,4,2,4,1,0,2,0,14,1,3,5,0
chr10.57391214.F,1,0,3,2,12,1,1,7,4,NA,0,1,7,2,3,2,0,4,1,1,0,6,0,10,1,3,1,0
chr10.57391234.F,1,0,1,0,2,0,4,6,4,NA,1,1,1,1,2,1,2,3,1,0,0,0,0,5,1,0,0,0
chr10.57391272.R,0,0,4,0,5,0,2,1,0,0,1,1,0,0,1,2,0,3,2,1,1,0,0,4,2,0,0,0
chr10.57391292.R,0,0,2,1,3,0,3,1,0,0,1,3,0,0,0,0,2,1,2,1,1,0,1,5,0,0,0,0
chr10.57391297.R,0,0,2,0,5,0,2,2,0,0,1,3,2,0,0,0,2,1,6,1,2,1,0,4,0,0,1,0
chr10.57391328.R,0,0,3,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,4,0,1,0,0,12,0,0,0,0
chr10.57391336.R,0,0,7,1,0,0,2,1,0,1,1,2,0,0,0,2,0,2,5,3,1,0,0,13,0,0,0,3
chr10.102497213.R,5,0,NA,1,3,0,1,NA,1,NA,5,9,9,NA,0,4,5,1,9,4,0,12,0,16,1,6,1,9
chr10.102497218.R,4,0,NA,0,2,0,0,NA,1,NA,2,9,6,NA,0,4,3,1,3,2,0,11,1,15,1,2,0,7
chr10.102497246.R,5,0,NA,0,4,0,2,NA,0,NA,2,3,10,NA,0,1,2,1,3,7,0,10,0,16,0,2,0,3
chr10.102497254.R,4,0,NA,0,4,0,2,NA,0,NA,1,3,10,NA,0,1,0,1,3,2,0,4,0,9,0,2,0,1
chr10.102497260.R,4,0,NA,0,2,0,2,NA,0,NA,1,2,4,NA,0,1,1,0,0,2,0,6,0,2,0,1,0,0
chr10.102497267.R,3,0,NA,0,3,0,0,NA,0,NA,0,1,4,NA,0,1,0,1,0,2,0,7,0,1,0,0,0,0
chr10.102497289.F,NA,0,3,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,4,1,0,7,0,1,0,0,0,0
chr10.102497290.R,4,0,NA,0,1,0,2,NA,0,NA,0,1,3,NA,0,0,0,2,0,1,0,6,1,4,0,0,0,0
chr10.102497298.F,NA,0,5,0,1,0,2,5,0,NA,0,0,0,0,2,0,0,1,4,3,0,7,0,4,0,0,0,0
chr10.102497311.F,NA,1,3,0,2,0,2,1,0,NA,0,0,0,0,0,0,0,0,0,5,0,8,0,12,0,0,1,4
chr10.102497354.F,NA,1,3,0,2,0,1,2,0,NA,6,0,1,0,2,0,0,6,2,0,0,10,0,10,0,6,0,4
chr10.102497361.F,NA,1,3,0,2,0,1,2,0,NA,6,0,1,0,1,0,0,4,2,0,0,9,0,5,0,3,0,0
chr10.102497366.F,NA,0,4,0,NA,0,2,3,2,NA,3,1,1,0,3,0,0,6,1,1,0,8,0,10,0,5,0,2
chr10.102497372.F,NA,1,1,0,NA,0,1,6,2,NA,3,2,1,2,5,0,2,6,1,2,0,8,1,11,1,7,0,7
chr10.102497398.R,7,2,6,2,4,0,2,14,0,NA,4,6,NA,0,6,1,2,3,12,4,3,9,2,10,2,10,0,4
chr10.102497410.R,5,0,4,0,2,0,1,8,2,NA,2,2,NA,0,5,1,1,2,7,3,0,6,0,6,1,5,1,3
chr10.102497442.R,2,0,2,1,2,0,1,3,0,NA,0,1,NA,0,1,1,2,0,4,1,0,3,0,2,1,2,0,5
chr10.102497462.R,1,0,2,0,3,0,1,1,0,NA,0,2,0,0,1,1,2,0,0,0,0,3,0,1,0,1,0,0
chr10.102497471.R,1,0,1,0,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr10.102497479.R,0,0,2,0,0,0,0,0,0,NA,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0
chr11.31825756.F,7,5,10,1,5,1,NA,2,7,NA,NA,4,5,2,0,3,1,3,13,5,NA,11,0,9,1,12,2,NA
chr11.31825792.F,7,3,12,4,7,0,NA,1,0,NA,NA,1,5,2,0,0,1,0,6,5,NA,13,0,7,1,8,2,NA
chr11.31825793.R,8,0,9,0,11,0,2,8,9,NA,5,3,2,3,0,3,2,3,2,0,1,18,0,2,2,4,1,NA
chr11.31825797.F,7,1,12,3,6,0,NA,1,0,NA,NA,3,9,5,0,1,1,0,0,5,NA,15,1,7,0,13,0,NA
chr11.31825798.R,14,1,8,1,9,1,4,10,7,NA,5,4,6,2,0,3,3,6,3,2,2,18,1,5,3,5,1,NA
chr11.31825833.F,7,3,9,1,8,0,NA,2,1,NA,NA,1,2,4,0,1,0,0,2,3,NA,13,0,5,0,11,0,NA
chr11.31825834.R,14,0,9,1,9,0,5,10,6,NA,1,3,0,1,2,5,4,9,4,3,2,14,2,9,2,6,0,NA
chr11.31825838.F,5,0,4,0,2,0,0,8,3,NA,4,0,0,0,0,0,0,2,3,3,0,5,0,5,0,1,0,2
chr11.31825839.R,12,0,7,0,5,2,2,6,4,NA,0,2,0,0,0,1,4,4,1,1,0,10,1,4,0,2,1,NA
chr11.31825851.F,6,3,5,0,3,0,0,11,3,NA,1,0,1,0,1,1,2,4,8,3,0,5,0,7,0,4,1,2
chr11.31825856.F,6,2,6,0,3,0,0,12,0,NA,0,0,0,1,0,0,2,3,2,3,0,7,1,4,0,3,0,2
chr11.31825863.F,4,1,2,0,1,0,0,2,0,NA,0,0,0,1,0,0,0,0,2,0,1,3,0,5,0,5,0,2
chr11.31825869.F,6,0,6,0,1,0,0,6,0,NA,1,0,0,3,0,1,2,3,2,0,0,5,2,5,0,2,0,2
chr11.31825879.F,5,0,5,0,2,0,1,7,1,NA,4,1,0,1,0,0,0,3,2,1,0,2,0,0,0,0,0,2
chr11.31825889.F,7,1,9,2,3,0,1,14,2,NA,6,0,2,1,1,1,7,4,5,2,0,8,2,11,0,6,1,2
chr11.31825914.F,3,0,4,0,1,0,0,5,0,NA,0,0,0,0,0,0,5,5,0,1,0,1,0,3,0,1,0,2
chr11.31825943.R,NA,0,7,1,5,0,0,8,4,NA,1,4,2,2,0,1,0,2,7,2,2,4,0,3,0,5,0,NA
chr11.31825953.R,NA,0,6,0,5,0,0,7,1,NA,0,2,0,0,0,1,1,2,1,0,0,2,0,2,0,7,0,NA
chr11.31825955.R,NA,0,6,0,2,0,0,4,2,NA,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,6,0,NA
chr11.31825970.R,NA,1,7,1,3,0,1,9,3,NA,3,4,0,1,3,3,4,0,8,2,3,3,1,3,0,8,0,NA
chr11.31826006.R,NA,0,6,0,4,0,0,5,1,NA,2,1,0,0,0,2,0,2,1,1,1,3,1,3,0,6,0,NA
chr11.31826008.R,NA,0,7,0,4,0,0,6,0,NA,2,3,1,0,1,2,0,0,0,1,1,0,0,2,0,6,0,NA
chr11.31826019.R,NA,0,7,0,3,0,0,9,0,NA,0,1,0,0,1,3,0,0,0,4,2,4,2,3,0,4,0,NA
chr11.125036331.F,3,3,5,1,3,1,NA,7,0,NA,0,1,1,1,0,0,3,3,0,0,1,22,0,11,0,13,2,4
chr11.125036338.F,4,1,6,1,3,2,NA,7,0,NA,1,1,2,3,4,0,3,3,0,1,1,24,0,14,0,16,3,10
chr11.125036347.F,3,2,5,0,4,1,NA,8,0,NA,5,1,7,3,5,0,3,3,2,4,2,24,0,14,0,14,1,7
chr11.125036364.F,3,2,5,1,2,2,NA,6,0,NA,1,1,1,1,2,0,3,1,0,3,5,25,1,15,0,10,1,9
chr11.125036369.F,1,3,4,3,2,3,NA,8,0,NA,0,1,4,1,1,1,5,1,0,1,1,23,1,15,0,15,2,5
chr11.125036383.F,1,1,4,0,2,1,NA,5,0,NA,0,0,1,2,0,0,0,4,0,0,1,22,0,16,0,10,1,5
chr11.125036385.F,2,1,4,1,2,2,NA,8,0,NA,1,1,2,2,2,0,0,1,0,4,0,22,1,15,0,11,1,2
chr11.125036411.F,1,0,4,1,1,0,NA,4,0,NA,0,0,1,0,0,1,2,4,0,1,0,19,0,11,0,2,0,6
chr11.125036420.F,NA,0,3,1,0,NA,NA,2,0,NA,0,0,3,2,0,1,3,2,1,1,2,16,0,12,0,6,1,4
chr11.125036421.R,2,0,7,0,2,1,0,12,1,0,0,1,0,0,1,0,1,5,0,0,2,12,1,9,0,6,0,1
chr11.125036425.F,NA,0,3,0,0,NA,NA,4,0,NA,0,0,0,1,1,0,3,7,1,1,3,14,0,13,2,10,1,6
chr11.125036426.R,3,1,8,1,5,1,0,4,1,2,2,0,0,0,0,1,0,5,0,0,4,12,0,11,2,5,1,1
chr11.125036455.R,4,1,7,1,2,0,1,9,4,2,3,1,0,0,0,1,0,6,0,0,7,11,1,10,1,12,1,1
chr11.125036459.R,4,2,7,0,3,2,1,12,2,0,2,1,0,4,0,2,2,6,2,0,5,12,2,11,2,9,1,2
chr11.125036464.R,3,0,7,1,3,1,1,10,0,0,2,0,0,0,0,0,0,6,0,0,0,12,0,9,0,10,1,2
