,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr9.114424525.F,37,50,81,40,78,39,36,31,146,31,57,56,114,173,25,53,42,47,70,43,126,34,97,102,108,46,64,39,45,45,51,37,18,48,39
chr9.114424559.F,35,50,81,40,78,39,36,31,146,31,57,56,114,173,25,52,42,47,71,43,124,34,97,102,108,46,63,39,45,44,51,37,18,48,39
chr9.114424560.R,38,66,81,47,70,44,70,52,128,21,33,54,78,69,47,51,45,86,67,58,111,28,70,113,97,59,95,49,65,73,39,49,31,62,25
chr9.114424597.F,34,49,81,39,78,38,36,31,145,31,57,55,110,172,25,53,41,46,70,43,123,33,95,97,106,46,62,38,44,44,51,37,18,48,39
chr9.114424598.R,40,68,84,49,78,46,74,53,130,21,34,55,81,73,49,55,48,90,69,58,116,33,81,118,104,59,100,54,65,77,41,54,32,64,28
chr9.114424643.R,40,68,84,49,78,46,74,53,130,21,34,55,81,73,49,55,48,90,69,59,116,33,81,118,104,59,100,54,65,77,41,54,32,64,28
chr9.114429044.F,39,52,39,30,48,51,35,24,40,NA,19,51,50,18,34,37,21,29,41,37,40,23,41,21,42,20,96,47,28,51,32,35,20,38,40
chr9.114429192.R,NA,24,20,NA,13,25,51,25,53,16,40,55,73,66,61,41,30,38,53,48,31,20,39,49,36,29,27,31,46,31,30,26,15,33,20
chr9.114431060.F,50,33,41,25,26,28,28,19,34,NA,13,26,13,NA,26,21,40,27,57,21,34,38,30,18,31,33,44,27,35,23,24,30,24,31,27
chr9.114431159.F,22,21,20,11,17,23,20,18,26,NA,12,21,12,NA,24,16,29,24,48,17,29,25,20,15,27,27,31,15,22,13,10,15,19,20,13
chr9.114431160.R,24,31,39,33,32,38,34,36,48,NA,50,35,21,37,31,23,43,39,61,52,21,35,26,21,33,51,59,36,66,42,33,36,38,34,45
chr9.114431200.R,24,31,39,33,32,38,34,36,48,NA,50,35,21,37,31,23,43,39,61,52,21,35,26,21,33,51,59,36,66,42,33,36,38,34,45
chr9.114431230.R,24,31,39,33,32,38,34,36,48,NA,50,35,21,37,31,23,43,39,61,52,21,35,26,21,35,51,59,36,66,42,33,36,38,35,45
chr9.114435.R,41,27,96,31,72,66,142,63,83,27,54,75,83,66,37,96,45,55,57,48,123,15,82,85,46,43,84,90,74,80,69,150,78,105,79
chr9.99983802.R,NA,12,23,12,12,18,22,12,32,14,15,17,34,32,18,36,12,18,18,12,43,NA,29,34,41,10,16,39,14,23,18,18,NA,23,15
chr9.99983809.R,NA,12,23,12,12,18,22,12,32,14,15,17,34,33,18,36,12,18,18,12,43,NA,29,34,41,10,18,39,14,23,18,18,NA,23,15
chr9.99983811.R,NA,12,23,12,12,17,22,12,32,14,15,17,34,33,18,36,12,18,18,12,43,NA,29,34,41,10,18,39,14,23,18,18,NA,23,15
chr9.99983827.R,NA,12,23,12,12,19,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,32,35,41,10,18,39,14,23,20,17,NA,24,16
chr9.99983832.R,NA,12,23,12,12,19,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,32,35,41,10,18,39,14,23,20,18,NA,24,16
chr9.99983845.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,20,18,NA,24,16
chr9.99983863.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983871.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983873.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983875.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,40,10,18,39,14,23,21,18,NA,24,17
chr9.99983886.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983889.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983897.R,NA,12,23,12,12,20,23,13,32,14,17,17,35,33,18,36,12,18,19,12,43,NA,33,35,41,10,18,39,14,23,21,18,NA,24,17
chr9.99983903.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,26,21,21,17,66,10,67,74,49,28,62,18,15,33,23,22,20,25,NA
chr9.99983910.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,26,21,21,17,66,10,67,74,49,28,62,18,15,33,23,22,20,25,NA
chr9.99983911.R,17,21,24,17,28,20,20,11,52,14,16,22,76,69,14,25,NA,13,18,21,76,10,41,40,51,12,51,13,42,31,23,28,NA,18,NA
chr9.99983916.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,26,21,21,17,66,10,67,74,49,28,62,18,15,33,23,22,20,25,NA
chr9.99983917.R,18,21,25,17,29,20,20,11,53,15,16,22,78,71,14,25,NA,13,19,21,77,10,41,40,52,12,52,13,42,31,23,29,NA,18,NA
chr9.99983922.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,26,21,21,17,66,10,67,74,49,28,62,18,15,33,23,22,20,25,NA
chr9.99983923.R,19,21,25,17,30,20,20,11,53,15,16,22,78,71,14,25,NA,13,19,21,77,10,43,41,52,12,52,14,42,32,23,29,NA,18,NA
chr9.99983924.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,26,21,21,17,66,10,67,74,49,28,62,18,15,33,23,22,19,25,NA
chr9.99983925.R,19,21,25,17,31,20,21,14,56,15,16,23,79,71,14,25,NA,13,20,21,77,10,46,43,55,15,53,14,42,33,23,29,NA,18,NA
chr9.99983930.F,16,36,28,21,47,19,14,12,91,13,24,28,78,64,23,24,25,21,20,17,66,10,67,74,49,28,62,18,15,33,23,22,20,25,NA
chr9.99983940.F,16,36,28,21,47,19,13,12,87,13,24,28,76,64,23,24,23,20,20,17,66,10,66,72,49,28,61,18,15,33,21,22,19,24,NA
chr9.99983941.R,19,21,25,17,33,20,18,14,56,15,16,23,79,71,14,25,NA,13,20,21,78,10,46,45,55,15,53,15,42,33,23,30,NA,18,NA
chr9.99983951.F,16,36,28,21,46,19,13,12,90,13,24,28,78,64,23,24,23,21,20,17,66,10,67,74,49,28,61,18,15,33,23,22,20,25,NA
chr9.99983952.R,19,21,25,17,33,20,22,14,56,15,16,23,79,71,14,25,NA,13,21,21,78,10,46,45,55,15,55,15,42,33,23,30,NA,18,NA
chr9.99983955.F,16,36,28,21,45,19,13,12,89,13,24,27,76,63,23,23,23,21,20,17,66,10,67,73,49,28,60,18,14,33,22,22,20,25,NA
chr9.99983956.R,19,21,25,17,33,20,22,14,56,15,16,23,79,71,14,25,NA,13,21,21,78,10,46,45,55,15,55,15,42,33,24,30,NA,18,NA
chr9.99983961.F,16,36,27,21,46,19,12,12,89,13,23,27,76,63,22,23,23,21,20,17,66,10,67,73,49,28,60,18,14,33,23,22,20,25,NA
chr9.99983962.R,19,21,25,17,33,20,22,14,56,15,15,23,79,71,14,25,NA,13,21,21,78,10,46,45,54,15,55,15,42,33,24,30,NA,18,NA
chr9.99983964.F,16,36,28,21,46,19,12,12,90,13,24,27,76,63,23,23,23,21,20,17,66,10,67,73,49,28,60,18,15,33,23,22,20,25,NA
chr9.99983965.R,19,21,25,17,34,20,22,14,56,15,16,23,79,71,14,25,NA,13,21,21,78,10,46,45,55,15,55,15,42,33,24,30,NA,18,NA
chr9.99983974.F,16,36,28,21,46,19,12,12,90,12,24,27,76,63,23,23,23,20,20,17,65,10,67,73,48,28,60,18,15,33,22,22,20,25,NA
chr9.99983975.R,19,21,25,17,34,20,22,14,56,15,16,23,79,71,14,26,NA,13,21,21,78,10,47,45,55,15,55,15,42,33,24,30,NA,18,NA
chr9.99983990.F,15,34,27,19,45,18,12,11,80,11,24,26,73,59,22,22,22,19,20,16,62,NA,57,73,46,26,59,18,15,33,22,21,20,25,NA
chr9.99983991.R,19,21,25,17,34,20,22,14,56,15,16,23,79,71,14,26,NA,13,21,21,78,10,47,45,55,15,55,15,42,33,24,30,NA,18,NA
chr9.99983992.F,15,34,27,19,45,17,12,11,80,11,23,26,73,59,22,22,22,19,20,16,62,10,64,73,45,26,59,18,15,33,21,21,20,25,NA
chr9.99983993.R,19,21,25,17,34,20,22,14,56,15,16,23,79,71,14,26,NA,12,21,21,78,10,47,45,55,15,55,15,42,33,24,30,NA,18,NA
chr10.7450326.F,18,11,34,32,15,26,27,16,19,NA,23,29,32,45,25,33,26,24,23,24,20,32,33,29,35,23,18,19,16,27,26,25,28,25,27
chr10.7450348.F,17,11,34,31,13,25,27,15,19,NA,23,29,31,45,25,33,25,22,21,20,20,31,32,28,35,23,17,18,16,25,25,25,28,23,27
chr10.7450351.F,17,11,34,31,13,21,27,15,19,NA,22,29,31,45,25,33,25,22,21,20,20,31,32,28,35,23,17,18,16,25,25,24,28,22,27
chr10.7450355.F,17,11,34,31,13,25,27,15,19,NA,23,29,31,45,25,33,25,22,21,20,20,31,32,28,35,23,17,18,16,25,25,25,28,23,27
chr10.7450375.F,17,11,34,31,13,25,27,15,19,NA,23,29,31,45,25,33,25,22,21,19,20,31,32,28,35,23,16,18,16,25,25,25,28,23,27
chr10.7450382.F,17,11,34,31,13,25,27,15,19,NA,23,29,31,44,25,33,25,22,21,20,20,31,32,28,35,23,16,18,16,25,25,25,28,23,27
chr10.7450397.F,17,11,34,30,13,25,27,15,19,NA,23,29,31,45,25,33,25,22,20,20,20,31,32,28,35,23,16,18,16,25,24,25,28,23,27
chr10.7450405.F,17,11,34,29,13,25,27,15,19,NA,23,29,31,45,25,33,25,22,21,20,20,31,32,28,35,23,16,18,16,25,24,25,28,23,27
chr10.7450406.R,24,19,26,29,NA,17,18,12,47,NA,23,24,27,12,27,24,19,33,21,13,46,17,48,23,45,30,16,16,20,25,28,34,28,25,26
chr10.7450457.R,27,20,28,29,NA,21,18,16,50,10,28,28,27,13,27,24,21,37,25,14,49,22,54,26,45,33,16,16,21,26,28,34,30,25,26
chr10.7450475.R,27,20,28,29,NA,20,17,16,50,10,28,28,27,13,27,25,22,37,26,14,49,22,55,26,46,33,17,16,21,26,28,35,30,25,26
chr10.7450492.R,27,20,28,29,NA,21,18,15,51,10,28,28,27,13,27,25,22,37,26,14,49,22,55,26,46,33,17,16,21,26,28,35,30,25,26
chr10.7450494.R,27,20,28,29,NA,21,18,16,51,10,28,28,27,13,27,25,22,37,26,14,49,22,55,26,46,33,17,16,21,26,28,35,30,25,26
chr10.7450500.R,27,20,28,29,NA,21,18,16,51,10,28,28,27,13,27,25,22,37,26,14,49,22,55,26,46,33,17,16,21,26,28,35,30,25,26
chr10.74505146.F,44,41,43,23,31,27,43,23,57,NA,35,28,59,46,45,20,22,33,44,41,51,24,70,50,55,26,47,53,37,33,32,24,23,40,25
chr10.74505178.F,43,40,42,23,31,27,43,23,57,NA,35,28,59,46,45,20,22,33,44,41,50,24,70,50,55,26,47,53,37,33,32,24,23,40,26
chr10.74505206.F,43,41,42,23,31,27,43,23,57,NA,35,28,58,45,45,20,22,33,44,40,50,24,70,50,55,26,47,53,35,33,32,24,23,40,26
chr10.74505207.R,43,44,47,29,29,26,42,26,63,NA,33,35,56,64,40,41,25,19,50,42,57,15,82,49,53,30,23,46,35,44,33,36,28,35,40
chr10.74505277.R,43,44,47,29,29,26,42,26,63,NA,33,35,56,64,40,41,25,19,50,42,57,15,82,49,53,30,23,46,35,44,33,36,28,35,40
chr10.74505283.R,42,44,47,29,29,26,42,26,63,NA,33,35,56,64,40,41,25,19,50,42,57,15,82,49,53,30,23,46,35,44,33,36,28,35,40
chr10.7450533.F,18,34,38,40,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,66,19,40,50,38,32,39,21,11,20,18,30,18,13,17
chr10.7450540.F,18,34,38,40,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,66,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450544.F,18,34,38,40,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,66,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450546.F,18,34,38,40,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,66,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450553.F,18,34,38,40,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,65,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450564.F,18,34,38,39,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,65,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450565.R,18,19,36,14,25,16,23,NA,87,11,19,20,97,99,29,22,19,25,NA,NA,83,16,48,78,51,32,13,19,20,30,22,13,12,14,16
chr10.7450570.F,18,34,38,39,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,65,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450571.R,19,22,40,18,34,20,26,NA,106,14,23,29,111,119,35,25,27,26,NA,NA,96,17,52,93,60,37,14,24,22,35,28,19,14,17,20
chr10.7450580.F,18,34,38,39,31,20,13,13,101,14,23,40,44,38,24,26,17,10,16,11,65,19,40,50,37,32,39,21,11,20,18,30,18,13,17
chr10.7450581.R,21,22,43,20,36,20,27,10,116,14,24,32,112,125,35,26,29,26,NA,NA,96,20,59,94,64,40,14,25,23,39,30,20,14,18,23
chr10.7450591.F,18,32,38,37,31,20,13,13,101,14,23,39,44,38,24,26,17,10,16,11,65,19,40,50,36,32,39,20,11,20,18,30,18,13,17
chr10.7450592.R,21,22,43,21,36,21,27,10,121,14,25,34,112,126,36,26,28,26,NA,NA,100,22,65,96,67,42,14,25,23,40,31,20,15,18,22
chr10.7450594.F,18,32,38,37,31,20,13,13,101,14,23,39,44,38,24,26,17,10,16,11,65,19,40,50,36,32,39,20,11,20,18,30,18,13,17
chr10.7450595.R,21,22,43,22,36,22,21,10,121,14,25,34,111,128,36,26,29,26,NA,NA,100,22,65,97,67,42,15,25,23,40,31,20,15,18,23
chr10.7450596.F,18,32,38,37,31,20,13,13,101,14,23,39,44,38,24,26,17,10,16,11,65,19,40,50,36,32,39,20,11,20,18,30,18,13,17
chr10.7450597.R,21,22,44,22,36,23,27,10,120,14,25,34,111,128,36,26,29,26,NA,NA,100,22,65,97,67,42,15,25,23,40,31,20,15,18,23
chr10.7450598.F,18,32,38,37,31,20,13,13,101,14,23,39,44,38,24,26,17,10,16,11,65,19,40,50,36,32,39,20,11,20,18,30,18,13,17
chr10.7450599.R,21,22,44,22,36,23,27,10,123,14,25,34,113,128,36,26,29,26,NA,NA,100,22,65,97,67,42,15,25,23,40,31,21,15,18,23
chr10.7450612.F,17,32,37,35,30,20,12,13,95,14,22,37,42,36,24,26,16,NA,14,10,63,13,36,50,32,32,38,20,11,18,18,30,18,12,16
chr10.7450613.R,21,22,44,23,36,25,28,10,124,14,25,34,114,129,36,26,29,26,NA,NA,101,23,66,98,68,42,15,25,23,40,31,21,15,18,23
chr10.7450616.F,17,32,37,34,30,20,12,13,95,14,22,37,42,36,24,26,16,NA,14,10,63,12,29,50,32,32,37,20,10,18,18,30,18,12,16
chr10.7450617.R,21,22,44,23,36,25,28,10,124,14,25,34,114,129,37,26,29,26,NA,NA,101,23,66,98,68,42,15,25,23,40,31,21,15,18,23
chr10.7450618.F,17,32,37,34,30,20,12,13,95,14,22,37,42,36,24,26,16,NA,14,10,63,13,32,50,31,32,37,20,10,18,18,30,18,12,16
chr10.7450619.R,21,22,44,23,36,25,28,10,124,14,25,34,113,129,37,26,29,26,NA,NA,101,23,66,98,68,42,15,25,23,40,31,21,15,18,23
chr10.7450629.F,17,30,35,30,29,18,12,13,88,14,21,34,42,36,24,26,15,NA,14,NA,63,13,32,48,32,32,36,19,10,17,16,29,13,11,15
chr10.7450630.R,21,22,44,23,36,25,28,10,126,14,25,34,114,129,37,26,29,26,NA,NA,102,23,66,98,68,42,15,25,23,40,31,21,15,18,24
chr10.7450634.R,21,22,44,23,36,20,28,10,126,14,25,34,114,129,37,26,29,26,NA,NA,102,23,66,98,68,42,15,25,23,40,31,21,15,18,24
chr10.7450644.R,21,22,44,23,36,25,28,10,126,14,25,34,114,129,37,26,29,27,NA,NA,102,23,66,98,68,42,15,25,23,40,31,21,15,18,24
chr10.7450659.R,21,22,44,23,36,25,28,10,126,14,25,34,114,129,37,26,29,27,NA,NA,102,23,66,98,68,42,15,25,23,40,31,21,15,18,24
chr10.7450682.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,52,44,45,22,15,38,23,29,15,23,23,33,20
chr10.7450696.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,52,44,45,22,15,38,23,29,15,23,23,33,20
chr10.7450702.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,52,44,45,22,15,38,23,29,15,23,23,33,20
chr10.7450704.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,52,44,45,22,15,38,23,29,15,23,23,33,20
chr10.7450742.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,51,44,45,22,15,38,23,29,15,23,23,33,19
chr10.7450743.R,27,34,39,29,23,33,34,18,64,11,49,49,47,55,40,41,18,23,15,11,59,13,71,63,50,41,30,50,50,28,41,47,25,33,25
chr10.7450754.F,29,17,31,28,NA,27,32,18,24,11,28,24,21,39,27,27,12,40,14,NA,59,15,51,44,45,22,15,38,23,29,15,23,23,33,19
chr10.7450755.R,27,36,39,29,24,36,36,19,68,11,49,50,49,55,40,41,18,23,16,11,59,14,85,65,51,42,30,50,50,28,41,47,25,32,26
chr10.7450778.F,29,17,31,28,NA,26,32,18,24,11,28,24,19,39,27,27,12,40,13,NA,57,14,50,44,44,22,15,38,23,29,15,23,23,33,19
chr10.7450779.R,29,36,39,31,24,36,36,19,69,11,51,49,49,53,40,41,18,23,16,11,59,15,85,65,51,41,30,50,51,28,41,47,24,33,26
chr10.74507898.F,18,23,21,25,18,NA,22,NA,31,16,29,18,26,21,24,16,NA,18,25,18,31,12,32,11,24,10,17,23,16,20,21,17,17,17,18
chr10.7450789.R,29,36,39,32,25,38,36,19,70,11,52,50,51,55,40,41,18,23,16,11,59,15,86,65,51,43,31,50,51,30,41,47,25,33,26
chr10.7450792.R,29,36,39,32,25,38,36,19,70,11,53,50,51,55,40,41,18,23,16,11,59,15,86,65,51,43,31,50,51,30,41,47,25,33,26
chr10.74507954.F,18,23,21,25,18,NA,22,NA,31,16,29,18,26,21,24,16,NA,18,25,18,31,12,32,11,24,10,17,23,16,20,21,17,17,17,18
chr10.74507962.F,18,23,21,25,18,NA,18,NA,31,16,29,18,26,21,24,16,NA,18,25,18,31,12,32,11,24,10,17,23,16,20,21,17,17,17,18
chr10.74507996.F,15,21,19,18,11,NA,22,NA,29,15,26,18,26,21,23,15,NA,17,23,17,30,NA,16,10,24,10,15,18,16,17,14,10,14,13,11
chr10.7450804.R,29,36,39,32,26,38,37,19,70,11,53,50,51,55,40,41,18,23,16,11,58,16,86,65,51,43,31,50,51,29,41,47,25,33,26
chr10.7450811.R,30,37,39,32,26,38,37,19,70,11,54,50,51,55,40,40,18,23,16,11,59,17,86,65,50,43,31,50,51,30,41,47,25,33,26
chr10.7450814.R,30,37,39,33,26,38,37,19,70,11,54,50,51,55,40,41,19,21,16,12,59,17,86,65,51,43,31,50,51,30,41,47,25,33,26
chr10.7450831.R,30,37,39,33,26,38,37,19,70,11,54,50,51,55,40,42,19,23,16,12,59,17,86,65,51,43,31,50,51,30,41,47,25,33,26
chr10.7451771.R,19,13,34,13,21,20,34,28,34,13,31,33,18,16,29,27,18,31,30,12,16,13,11,16,15,24,NA,33,32,29,14,24,22,30,33
chr10.7451790.R,23,19,40,28,31,24,38,30,40,14,37,38,21,17,30,29,27,33,36,14,18,16,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7451812.R,23,19,40,28,31,25,38,30,39,14,36,38,21,17,30,30,27,33,36,14,18,17,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7451823.R,23,19,40,29,31,25,38,31,40,14,37,38,21,17,29,30,27,33,37,14,18,17,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7451839.R,23,19,40,29,31,25,39,32,40,14,37,38,21,17,30,30,27,33,37,14,18,17,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7451845.R,23,19,40,29,31,25,39,32,40,14,37,38,21,17,30,30,27,33,37,14,18,17,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7451869.R,23,19,40,29,31,25,39,32,40,14,37,38,21,17,30,30,27,33,37,14,18,17,14,17,16,26,11,36,39,32,21,29,28,38,42
chr10.7452107.F,54,54,69,55,70,56,50,42,74,NA,65,89,61,41,45,78,32,62,45,50,47,40,45,54,50,59,25,66,68,54,37,58,69,81,54
chr10.7452171.F,54,54,69,55,70,56,41,42,74,NA,65,89,61,41,45,78,32,62,45,50,47,39,45,54,50,59,25,66,67,54,37,58,69,81,54
chr10.7452181.F,54,54,69,55,70,56,50,42,74,NA,65,89,61,41,45,78,32,62,45,50,47,39,45,54,50,59,25,66,67,54,37,58,69,81,54
chr10.7452182.R,36,29,51,44,38,42,56,31,44,NA,31,52,20,55,37,41,19,45,26,27,42,35,32,65,41,23,29,35,55,49,29,55,44,35,28
chr10.7452243.R,37,31,59,55,50,49,58,38,52,NA,35,63,23,60,40,45,21,52,28,31,48,38,37,70,43,28,30,38,60,52,37,64,47,41,38
chr10.7452249.R,37,31,59,55,50,49,58,38,53,NA,35,63,23,60,40,45,21,52,28,31,48,38,37,70,43,28,30,38,60,52,37,64,47,41,38
chr10.7452261.R,37,31,59,55,50,49,58,38,53,NA,35,63,23,60,40,45,21,52,28,31,48,38,37,70,43,28,30,38,60,52,37,64,47,41,38
chr10.7452278.F,28,16,26,31,12,18,30,25,31,NA,30,14,39,24,17,29,11,19,20,22,44,18,30,18,38,34,21,24,25,38,21,21,20,31,17
chr10.7452279.R,37,31,59,55,49,49,58,38,53,NA,35,63,23,60,40,45,21,52,28,31,48,38,37,70,43,28,30,38,60,52,37,64,47,41,38
chr10.7452285.F,28,16,26,31,12,18,30,25,31,NA,30,14,39,23,17,29,11,19,20,22,44,18,30,18,38,34,21,24,25,38,21,21,20,31,17
chr10.7452293.F,28,16,26,31,12,18,30,25,31,NA,30,14,39,24,17,29,11,19,20,22,44,18,30,18,38,34,21,24,25,38,21,21,20,31,17
chr10.7452358.R,32,20,31,19,13,22,28,NA,30,14,29,17,19,25,22,19,26,42,36,16,57,24,35,37,24,23,16,17,16,21,16,27,28,16,21
chr10.7452360.R,32,20,31,20,13,22,28,NA,30,14,29,17,19,25,22,19,26,42,36,16,57,24,35,38,24,23,16,17,16,21,16,27,28,16,21
chr10.7452366.R,32,20,31,20,13,22,28,NA,29,14,29,17,19,25,22,19,26,42,36,16,57,24,35,38,24,23,16,17,16,21,16,27,28,16,21
chr10.7452368.R,33,20,31,20,13,22,28,NA,30,14,29,17,19,25,22,20,27,42,36,16,58,24,35,38,24,23,16,17,16,21,16,27,28,16,21
chr10.7452383.R,33,20,31,20,13,22,28,NA,30,14,29,17,19,25,22,20,27,42,36,16,58,24,35,38,24,23,16,17,16,21,16,27,28,16,21
chr10.7452386.R,33,20,31,20,13,22,28,NA,30,14,29,17,19,25,22,20,27,42,36,16,58,24,35,38,24,23,16,18,16,21,16,27,28,16,21
chr10.7452392.R,34,20,31,20,13,22,28,NA,30,14,29,17,19,25,22,20,27,42,36,16,58,24,35,38,24,23,16,18,16,21,16,27,28,16,21
chr10.7452395.R,34,19,31,20,13,22,28,NA,29,14,29,17,19,25,22,20,27,41,36,16,58,24,35,38,24,23,16,17,16,21,16,27,28,16,20
chr10.7452415.R,34,20,31,20,13,22,28,NA,31,14,29,19,19,25,23,21,28,42,36,16,59,24,35,39,24,23,17,18,17,22,16,29,29,16,21
chr10.7452428.R,34,20,31,20,13,22,28,NA,31,14,29,19,19,25,23,21,28,43,36,16,59,24,35,39,24,23,17,18,17,22,16,29,29,16,21
chr10.7452431.R,34,20,31,20,13,22,28,NA,32,14,29,19,19,25,23,21,29,43,36,16,59,24,35,39,24,23,17,18,17,22,16,29,29,16,21
chr10.7452448.R,34,20,31,20,13,22,28,NA,34,14,29,20,21,25,23,21,29,43,36,16,59,25,36,40,25,23,17,19,18,22,16,28,29,16,21
chr10.7452452.R,34,20,31,20,13,22,28,NA,34,14,29,20,26,25,23,21,29,43,37,16,59,25,36,40,27,23,17,19,18,22,16,30,29,17,21
chr10.17271367.F,17,39,63,32,54,50,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,41,23
chr10.17271379.F,17,39,63,32,54,50,58,27,76,22,33,55,102,102,42,51,22,42,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,42,23
chr10.17271380.R,16,28,25,12,NA,20,19,11,46,NA,18,16,69,39,15,29,10,15,NA,11,55,10,60,55,38,25,20,24,13,16,20,15,16,17,NA
chr10.17271381.F,17,39,62,32,54,50,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,42,23
chr10.17271382.R,16,28,25,12,NA,20,19,11,46,NA,18,16,69,39,15,29,10,15,NA,11,55,10,59,55,38,25,20,24,13,16,20,15,16,17,NA
chr10.17271387.F,17,39,63,32,54,50,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,42,23
chr10.17271388.R,17,30,25,13,10,20,19,11,46,NA,18,16,70,39,15,28,10,15,NA,12,55,NA,56,55,39,25,21,24,14,16,22,16,17,17,NA
chr10.17271390.F,17,39,63,32,54,50,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,42,23
chr10.17271391.R,17,31,25,13,10,20,19,11,46,NA,18,16,70,39,15,29,10,15,NA,12,57,10,61,55,39,25,23,25,14,16,22,16,17,17,NA
chr10.17271393.F,17,39,63,32,54,48,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,41,23
chr10.17271394.R,17,32,25,14,10,20,20,12,46,NA,19,16,71,40,15,29,10,15,NA,12,56,10,62,56,39,25,25,25,14,16,25,16,17,17,NA
chr10.17271405.F,17,39,63,32,54,50,58,27,76,22,33,55,102,102,42,51,22,46,16,26,124,26,78,62,101,32,35,46,26,59,21,34,22,42,23
chr10.17271406.R,17,32,25,19,13,20,20,13,48,NA,22,21,86,43,15,34,15,15,12,15,59,17,66,63,42,26,27,26,18,17,28,20,18,19,11
