,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr9.114429044.F,39,50,39,28,37,50,35,22,40,NA,18,49,50,18,34,36,19,29,41,37,40,21,41,21,42,19,92,46,28,51,27,34,20,37,40
chr9.114429192.R,NA,24,20,NA,13,25,51,24,52,16,39,52,73,66,60,40,29,35,51,48,31,20,37,49,36,29,25,31,45,30,28,26,15,32,20
chr9.114431060.F,50,33,38,22,25,28,27,18,34,NA,13,26,13,NA,24,20,37,27,51,20,33,36,30,18,30,32,43,26,35,22,24,28,23,30,26
chr9.114431159.F,22,19,19,10,16,22,19,17,26,NA,11,19,11,NA,22,13,26,21,45,16,27,24,18,15,26,26,30,14,22,11,9,14,18,19,12
chr9.114431160.R,24,30,38,30,28,34,28,35,41,NA,47,33,19,34,28,21,42,38,59,49,21,29,24,18,31,50,56,34,64,39,32,33,33,32,43
chr9.114431200.R,22,31,37,33,32,38,32,31,48,NA,50,32,19,37,30,22,42,38,60,51,21,33,25,21,29,50,55,36,66,42,32,34,36,32,44
chr9.114431230.R,23,30,36,29,31,33,32,34,45,NA,48,33,21,36,30,20,42,39,59,50,21,35,23,20,33,48,59,35,64,40,31,33,36,33,45
chr9.114435.R,9,7,1,10,9,0,0,0,0,0,1,0,0,0,0,0,12,0,38,26,0,4,0,0,0,0,41,0,0,1,7,0,3,0,4
chr9.99983802.R,NA,7,1,5,1,2,0,0,1,0,0,0,1,0,0,1,1,0,14,9,0,NA,0,0,1,0,8,0,1,0,2,0,NA,0,5
chr9.99983809.R,NA,6,1,5,1,0,0,0,0,0,0,0,0,3,0,1,1,0,13,9,0,NA,1,0,1,0,12,0,1,0,2,0,NA,0,5
chr9.99983811.R,NA,6,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,13,9,0,NA,1,0,0,0,10,0,0,0,2,0,NA,0,3
chr9.99983827.R,NA,6,0,5,2,0,1,0,1,0,0,0,0,0,0,2,0,0,14,9,1,NA,2,1,1,0,11,0,0,0,0,1,NA,0,6
chr9.99983832.R,NA,7,2,4,1,2,0,0,2,0,0,0,1,0,0,1,1,1,14,9,2,NA,1,1,0,0,11,0,0,0,2,0,NA,0,6
chr9.99983845.R,NA,7,1,5,3,0,1,0,0,0,0,0,1,0,0,1,1,0,14,9,0,NA,0,2,4,1,11,0,1,0,2,0,NA,0,6
chr9.99983863.R,NA,6,1,5,2,0,0,1,0,0,0,0,2,1,0,0,1,0,14,9,0,NA,0,0,0,0,9,0,0,0,3,0,NA,0,3
chr9.99983871.R,NA,7,1,5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,14,9,1,NA,2,0,0,0,10,0,0,0,3,0,NA,0,6
chr9.99983873.R,NA,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,9,0,NA,0,0,0,0,10,0,0,0,3,0,NA,0,7
chr9.99983875.R,NA,6,1,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,14,9,0,NA,0,1,0,0,10,0,0,0,3,0,NA,1,7
chr9.99983886.R,NA,7,1,5,1,0,0,0,0,0,0,0,2,1,0,0,1,0,14,9,0,NA,2,0,0,0,10,0,0,0,3,0,NA,0,7
chr9.99983889.R,NA,7,1,5,2,0,0,0,0,0,0,1,3,0,0,0,1,0,13,7,0,NA,0,0,0,0,10,0,0,0,3,0,NA,0,7
chr9.99983897.R,NA,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,9,0,NA,0,0,0,0,10,0,0,0,3,0,NA,0,7
chr9.99983903.F,13,31,5,13,18,0,0,0,0,1,0,0,1,0,0,0,18,3,20,14,0,1,1,1,0,0,51,1,7,0,5,0,1,0,NA
chr9.99983910.F,12,32,5,13,22,0,0,0,2,0,0,0,0,3,0,0,18,3,20,14,1,1,2,0,1,0,52,0,7,0,5,0,2,1,NA
chr9.99983911.R,15,17,3,11,8,0,0,0,0,0,0,0,0,0,0,0,NA,4,17,15,0,5,0,2,0,0,41,1,11,2,6,0,NA,0,NA
chr9.99983916.F,10,30,5,11,17,0,0,0,2,0,0,0,0,3,0,0,15,3,20,13,0,1,1,0,0,0,54,0,7,0,5,0,0,0,NA
chr9.99983917.R,12,16,3,10,5,0,0,0,0,0,0,0,0,0,0,0,NA,4,18,15,0,5,0,2,0,0,41,1,11,0,6,0,NA,0,NA
chr9.99983922.F,13,32,5,11,21,0,0,0,0,0,0,0,0,0,0,0,18,3,20,13,1,1,1,0,0,0,55,0,7,0,5,0,0,0,NA
chr9.99983923.R,15,17,3,11,10,0,0,0,0,0,0,0,0,0,0,0,NA,4,17,15,0,5,0,2,0,0,41,1,11,0,6,0,NA,0,NA
chr9.99983924.F,12,32,5,12,20,0,0,0,0,0,0,0,0,0,0,0,18,3,20,14,0,1,1,0,0,0,54,0,6,0,5,0,0,0,NA
chr9.99983925.R,12,17,3,11,7,0,0,0,0,0,0,0,0,0,0,0,NA,4,19,15,0,5,0,2,0,0,41,0,11,0,6,0,NA,0,NA
chr9.99983930.F,5,17,5,0,13,0,0,0,2,0,0,1,0,0,0,0,17,3,12,0,0,0,1,0,0,0,32,0,0,0,5,0,0,0,NA
chr9.99983940.F,12,32,5,13,20,0,0,0,3,0,0,0,0,0,0,0,15,3,19,14,0,1,2,0,0,0,53,0,7,0,5,1,0,0,NA
chr9.99983941.R,13,17,3,11,11,0,0,0,0,0,0,0,3,0,0,0,NA,4,19,15,0,5,0,2,0,0,42,1,11,0,6,1,NA,0,NA
chr9.99983951.F,7,32,5,13,18,0,0,0,2,0,0,1,0,0,0,0,12,3,19,14,0,3,1,0,0,0,53,1,7,0,5,1,0,0,NA
chr9.99983952.R,11,17,4,11,12,0,0,0,0,0,0,0,3,0,0,0,NA,4,20,15,0,5,0,2,2,0,43,0,11,0,6,0,NA,0,NA
chr9.99983955.F,10,32,5,13,20,0,0,1,0,0,0,0,0,0,0,0,15,3,19,14,0,1,1,0,0,0,53,0,7,0,4,2,1,0,NA
chr9.99983956.R,12,17,3,11,13,0,0,0,0,0,0,0,0,0,0,0,NA,4,19,15,0,5,0,2,0,0,43,0,11,0,7,0,NA,0,NA
chr9.99983961.F,10,29,5,13,18,1,0,0,0,0,0,0,0,3,0,1,12,3,19,14,0,1,1,2,0,0,53,1,5,0,5,0,0,0,NA
chr9.99983962.R,8,17,4,10,13,0,0,0,0,0,0,0,4,0,0,0,NA,4,19,15,2,5,0,0,3,0,43,0,11,0,7,1,NA,0,NA
chr9.99983964.F,9,31,5,12,21,0,0,0,0,0,0,0,0,0,2,0,15,3,19,12,0,1,1,0,0,0,50,1,7,0,5,0,1,0,NA
chr9.99983965.R,12,15,4,11,14,0,0,0,0,0,0,0,1,0,0,0,NA,4,20,14,0,5,0,2,0,0,43,0,11,0,8,0,NA,0,NA
chr9.99983974.F,13,32,5,13,20,0,0,0,2,0,0,0,0,0,1,0,15,3,19,13,0,1,2,0,0,0,51,0,7,0,5,1,0,0,NA
chr9.99983975.R,15,17,3,11,13,0,0,0,0,0,0,0,0,0,0,0,NA,4,20,13,0,5,0,2,0,0,40,0,11,0,7,0,NA,0,NA
chr9.99983990.F,12,29,5,11,20,0,0,0,2,0,0,0,0,0,0,0,11,2,19,13,0,NA,1,0,0,0,52,1,7,0,5,0,1,0,NA
chr9.99983991.R,15,17,3,11,13,0,0,0,0,0,0,0,0,0,0,0,NA,4,20,15,0,5,0,2,0,0,43,0,11,0,7,0,NA,0,NA
chr9.99983992.F,12,30,6,11,21,0,0,0,2,0,0,0,0,0,0,0,14,2,19,12,0,1,1,0,0,0,52,1,7,0,4,0,1,0,NA
chr9.99983993.R,16,17,4,11,12,0,0,0,0,0,0,0,0,0,0,0,NA,4,20,15,1,5,0,3,0,0,44,0,11,0,7,0,NA,0,NA
chr10.7450326.F,2,4,2,5,0,0,0,0,0,NA,0,0,0,0,0,0,8,0,6,11,0,9,0,0,0,0,6,0,0,0,3,0,9,0,2
chr10.7450348.F,1,8,4,15,1,0,0,0,0,NA,0,0,0,0,0,0,8,2,10,11,0,20,0,2,0,0,8,0,0,0,7,0,11,0,8
chr10.7450351.F,2,6,2,16,1,0,1,0,0,NA,0,0,0,0,0,0,8,2,12,11,0,19,0,2,0,0,8,0,0,0,5,1,8,0,6
chr10.7450355.F,6,6,2,18,2,0,0,0,0,NA,0,0,0,0,1,0,8,3,13,11,0,17,0,2,0,0,8,0,0,0,8,0,12,0,5
chr10.7450375.F,5,7,4,15,1,0,0,0,0,NA,0,0,1,0,0,0,7,1,9,11,0,15,0,2,0,0,7,0,0,0,7,0,8,0,7
chr10.7450382.F,7,8,12,18,4,0,0,0,0,NA,1,1,0,0,0,0,8,4,14,9,0,21,0,2,0,0,7,1,0,0,8,0,14,0,9
chr10.7450397.F,3,8,4,12,2,0,0,0,0,NA,0,0,0,0,0,0,8,0,8,9,0,17,0,2,0,0,6,0,0,0,7,0,6,0,7
chr10.7450405.F,7,8,8,17,4,1,1,0,2,NA,0,0,0,2,0,1,9,4,14,11,0,19,0,0,0,0,7,0,0,0,7,3,11,1,8
chr10.7450406.R,15,13,2,20,NA,1,2,0,3,NA,1,1,0,0,0,1,3,3,16,7,1,13,0,1,3,1,9,0,6,0,8,0,9,1,4
chr10.7450457.R,12,13,2,8,NA,0,0,0,0,0,0,0,0,0,0,1,3,1,15,6,0,5,1,0,0,0,9,0,4,0,7,0,5,0,2
chr10.7450475.R,15,15,5,17,NA,1,0,0,2,0,0,1,0,0,0,2,3,2,19,7,0,17,1,0,0,0,10,0,4,0,9,1,9,0,5
chr10.7450492.R,17,15,3,20,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,19,7,0,18,1,0,0,2,10,0,3,0,9,0,11,0,4
chr10.7450494.R,17,15,2,20,NA,0,0,0,0,0,0,0,0,0,0,0,3,2,19,7,0,18,1,0,2,0,10,0,4,0,9,0,10,0,5
chr10.7450500.R,16,14,2,20,NA,0,0,0,0,0,0,0,0,0,0,1,3,4,18,7,0,15,3,3,0,0,10,0,4,1,8,0,11,0,5
chr10.74505146.F,35,33,39,19,21,23,41,23,57,NA,29,28,56,46,45,19,20,31,41,39,50,24,64,39,55,24,39,51,32,32,29,21,22,39,24
chr10.74505178.F,39,33,36,23,27,27,43,23,56,NA,31,25,56,46,45,19,21,29,44,37,46,24,66,45,54,25,47,53,36,30,30,23,20,39,22
chr10.74505206.F,42,39,40,23,30,25,42,22,57,NA,34,28,57,45,43,19,21,33,42,38,49,23,66,49,55,25,46,49,34,30,32,23,23,39,26
chr10.74505207.R,42,42,44,29,27,25,42,24,61,NA,32,34,48,64,36,37,24,19,46,40,56,12,77,48,49,28,23,45,35,43,32,35,27,33,40
chr10.74505277.R,40,33,45,25,20,24,39,23,60,NA,30,34,56,59,39,38,25,19,50,39,48,11,77,49,51,29,21,43,31,43,26,36,26,34,39
chr10.74505283.R,38,34,42,28,26,26,41,25,61,NA,31,30,56,59,35,41,24,16,47,38,55,13,82,45,51,29,21,44,33,44,27,36,27,35,40
chr10.7450533.F,9,25,0,25,1,0,0,0,0,0,0,0,1,0,0,0,5,0,15,7,0,17,0,0,0,0,23,0,2,0,2,0,4,0,7
chr10.7450540.F,5,28,1,25,1,0,0,0,1,0,1,0,0,0,0,0,5,1,14,7,0,16,0,0,0,0,28,0,2,0,3,0,4,0,7
chr10.7450544.F,11,31,4,26,4,0,0,0,0,0,1,0,0,0,0,0,5,2,15,7,0,16,0,0,0,0,30,0,2,0,4,0,4,0,7
chr10.7450546.F,9,29,2,26,3,0,0,0,0,0,1,0,1,0,0,0,5,1,14,7,0,17,0,0,1,0,30,0,2,0,4,0,3,0,6
chr10.7450553.F,11,30,3,26,6,0,0,0,1,0,1,0,0,0,0,0,5,2,14,7,1,16,0,0,1,0,31,0,2,0,4,0,7,0,6
chr10.7450564.F,3,31,2,25,3,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,0,15,0,0,0,0,30,0,2,0,4,0,7,0,5
chr10.7450565.R,1,9,1,7,1,0,0,NA,0,0,0,0,0,1,0,0,3,0,NA,NA,1,4,0,0,0,0,7,0,0,0,6,0,2,0,0
chr10.7450570.F,2,20,0,20,1,0,0,0,1,0,0,0,0,0,0,0,5,1,6,7,0,13,0,0,0,0,26,0,2,0,3,0,3,0,7
chr10.7450571.R,2,10,0,7,0,0,0,NA,3,0,0,0,0,0,0,0,3,2,NA,NA,2,5,0,0,0,0,5,0,0,0,5,0,1,0,2
chr10.7450580.F,11,31,8,24,12,0,0,0,0,0,1,0,0,0,0,1,5,1,13,7,1,17,0,1,1,0,32,0,2,0,3,1,8,0,7
chr10.7450581.R,9,10,5,10,6,0,0,0,1,0,0,0,4,0,0,0,4,1,NA,NA,4,8,0,0,0,1,7,0,0,0,5,0,2,0,2
chr10.7450591.F,12,29,12,23,12,0,0,0,2,0,1,0,3,0,0,1,5,2,14,7,3,16,3,0,1,0,31,0,2,0,4,0,9,0,7
chr10.7450592.R,12,10,11,11,14,1,0,0,1,0,0,0,0,1,0,2,4,5,NA,NA,3,8,0,0,2,2,8,0,0,0,5,0,5,0,2
chr10.7450594.F,10,29,20,24,16,0,0,0,4,0,1,0,0,0,0,1,5,4,15,7,1,17,3,0,1,0,31,1,2,0,4,0,12,0,7
chr10.7450595.R,11,10,12,11,13,0,0,0,2,0,0,0,4,8,0,0,4,5,NA,NA,1,9,0,0,2,2,9,0,0,0,6,0,6,0,2
chr10.7450596.F,11,29,17,21,14,0,0,0,0,0,1,1,1,0,0,0,5,4,15,7,1,17,3,1,0,0,30,0,2,0,4,0,8,0,7
chr10.7450597.R,11,11,10,10,15,0,0,0,2,0,0,0,4,1,0,0,4,5,NA,NA,4,7,2,0,0,2,9,0,0,0,6,0,6,0,2
chr10.7450598.F,12,29,22,24,14,0,0,0,2,0,1,0,3,0,0,2,5,4,15,7,3,17,3,4,1,0,31,0,2,0,4,0,9,0,7
chr10.7450599.R,12,11,12,11,12,0,0,0,0,1,0,0,7,1,0,1,4,5,NA,NA,2,9,0,0,2,1,9,0,0,0,6,0,5,0,2
chr10.7450612.F,11,28,19,22,15,0,0,0,2,0,1,0,0,0,0,1,4,NA,13,6,0,12,3,1,4,0,30,0,2,0,4,0,12,0,6
chr10.7450613.R,12,10,12,12,14,0,0,0,9,0,0,0,0,5,0,0,4,5,NA,NA,2,10,4,2,0,0,10,0,0,0,4,0,6,0,2
chr10.7450616.F,11,29,22,19,13,0,0,0,1,0,1,0,0,0,0,0,4,NA,13,6,0,10,1,0,0,0,29,0,1,0,4,0,12,0,6
chr10.7450617.R,12,11,11,12,13,0,0,0,2,0,0,0,0,0,0,0,4,4,NA,NA,0,9,0,0,2,0,11,0,0,0,6,0,6,0,2
chr10.7450618.F,11,29,23,21,15,0,0,0,1,0,1,0,4,0,0,0,4,NA,13,6,0,12,0,1,1,0,29,0,1,0,4,0,12,0,6
chr10.7450619.R,12,11,13,12,12,0,0,0,7,0,0,0,1,0,0,0,4,3,NA,NA,2,10,0,0,0,0,9,0,0,0,6,0,5,0,2
chr10.7450629.F,11,27,21,19,12,0,0,0,1,0,1,0,0,1,0,1,3,NA,13,NA,0,11,0,1,0,0,28,0,1,0,3,0,7,0,6
chr10.7450630.R,10,11,12,12,11,0,0,0,5,0,0,1,1,0,0,0,3,3,NA,NA,2,10,0,0,0,0,9,0,0,0,6,0,6,0,2
chr10.7450634.R,12,11,8,10,8,0,0,0,2,0,0,0,0,2,0,0,3,4,NA,NA,2,10,0,0,0,0,9,0,0,0,5,0,5,0,1
chr10.7450644.R,12,11,13,11,12,0,0,0,2,0,0,0,0,2,0,0,4,4,NA,NA,4,10,0,2,0,1,11,0,0,0,6,0,6,0,2
chr10.7450659.R,7,11,9,15,12,0,0,0,1,0,0,0,0,0,0,0,4,2,NA,NA,0,10,0,0,0,0,5,0,0,0,6,0,6,0,1
chr10.7450682.F,14,7,6,10,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,11,NA,0,6,4,0,0,1,2,0,1,0,2,0,9,0,2
chr10.7450696.F,9,6,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,10,0,0,0,0,2,1,1,0,1,0,5,0,2
chr10.7450702.F,14,7,3,10,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,11,NA,0,11,0,1,0,0,2,0,2,0,1,0,8,0,2
chr10.7450704.F,12,5,2,9,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,10,NA,0,11,0,0,0,0,2,0,1,0,1,0,6,0,1
chr10.7450742.F,10,4,0,8,NA,0,0,0,0,0,0,1,0,3,0,0,0,2,6,NA,0,11,1,4,0,0,2,0,1,0,1,0,7,0,1
chr10.7450743.R,5,13,1,14,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,5,0,2,0,0,0,0,12,0,0,0,4,0,8,0,0
chr10.7450754.F,13,7,3,8,NA,1,0,0,0,0,0,1,0,0,0,0,0,2,10,NA,2,11,0,5,0,0,2,0,1,0,1,0,7,0,2
chr10.7450755.R,13,16,7,12,3,0,1,0,2,0,0,0,0,0,0,1,2,1,6,5,5,3,0,0,0,0,12,1,0,0,3,0,8,0,2
chr10.7450778.F,8,6,4,9,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,9,NA,4,11,0,2,0,1,2,0,1,0,1,0,5,1,3
chr10.7450779.R,6,16,8,16,0,1,0,0,0,0,0,0,1,0,0,0,2,0,6,5,1,3,0,0,2,0,14,0,0,0,3,0,7,0,2
chr10.74507898.F,15,21,18,25,17,NA,22,NA,31,16,24,18,26,21,24,15,NA,17,24,15,30,12,32,9,24,10,16,22,16,20,19,16,16,16,17
chr10.7450789.R,13,16,9,16,2,0,0,0,0,0,1,0,3,5,0,0,2,0,6,5,3,3,0,0,0,0,15,0,0,0,4,0,8,0,2
chr10.7450792.R,8,14,7,18,2,0,0,0,0,1,0,0,3,5,0,0,2,0,6,5,0,3,0,0,0,0,13,1,0,0,2,0,8,0,2
chr10.74507954.F,15,21,21,25,16,NA,21,NA,31,14,29,15,23,21,24,16,NA,18,25,18,31,12,32,11,23,10,16,21,15,20,20,17,17,16,17
chr10.74507962.F,17,21,19,23,18,NA,18,NA,31,16,29,15,23,21,22,16,NA,17,23,18,31,12,30,11,22,10,16,22,16,20,21,17,17,17,17
chr10.74507996.F,14,21,17,17,6,NA,22,NA,28,15,26,18,26,21,22,14,NA,16,23,15,30,NA,16,8,24,10,15,17,16,17,13,10,12,13,11
chr10.7450804.R,9,16,9,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,5,1,3,0,1,0,0,15,0,1,0,3,0,10,0,2
chr10.7450811.R,8,16,9,17,2,0,0,0,0,0,1,0,0,0,0,0,2,0,6,5,0,4,0,1,0,2,16,0,0,0,2,0,9,0,1
chr10.7450814.R,15,17,8,19,2,0,0,0,2,0,0,1,1,2,0,0,3,1,5,6,1,4,0,0,1,1,17,0,0,0,4,1,8,0,2
chr10.7450831.R,12,16,5,18,2,0,0,0,1,0,0,0,6,1,0,0,2,1,6,6,4,4,0,0,0,0,15,1,2,0,3,1,8,0,2
chr10.7451771.R,3,5,6,5,1,0,0,0,1,0,0,1,0,0,0,1,2,1,13,10,0,3,0,0,0,0,NA,0,1,0,1,0,3,1,2
chr10.7451790.R,10,13,7,14,5,0,0,0,0,0,0,2,0,0,0,4,6,0,29,14,0,5,0,1,1,0,8,0,2,0,7,0,1,0,6
chr10.7451812.R,8,12,8,16,4,0,0,0,1,0,2,2,0,0,0,4,6,0,33,12,0,7,0,1,0,0,8,0,2,0,7,0,4,0,8
chr10.7451823.R,13,13,9,19,7,0,1,0,0,0,0,0,0,0,0,3,6,0,33,14,0,5,0,2,0,0,8,0,2,0,7,0,4,0,9
chr10.7451839.R,7,11,10,17,3,0,0,0,1,0,0,0,1,0,0,2,6,0,34,14,0,7,0,1,0,0,8,0,2,0,7,0,2,0,7
chr10.7451845.R,10,13,13,17,4,0,0,0,1,0,0,0,0,0,0,4,6,0,33,12,0,7,0,1,0,2,8,0,2,0,6,0,6,1,8
chr10.7451869.R,4,7,4,19,3,0,0,0,0,0,0,0,0,0,1,0,6,0,33,14,0,6,0,1,0,2,8,0,2,0,4,0,1,1,4
chr10.7452107.F,3,21,3,39,3,0,2,1,0,NA,0,0,0,0,0,0,9,0,23,39,0,22,0,0,0,2,10,0,3,0,0,0,5,0,3
chr10.7452171.F,10,37,6,40,6,0,0,0,0,NA,0,0,0,1,0,2,10,2,25,40,0,26,0,0,0,1,5,0,3,0,8,0,1,0,5
chr10.7452181.F,25,37,5,42,7,0,0,0,0,NA,0,1,0,0,0,3,9,1,27,40,0,26,0,0,0,1,5,0,5,0,10,0,3,1,6
chr10.7452182.R,19,16,14,27,4,0,0,0,1,NA,0,0,0,0,0,0,1,0,24,20,2,27,0,3,0,3,3,0,3,2,4,0,1,0,2
chr10.7452243.R,21,21,4,36,6,0,0,0,0,NA,0,1,0,1,0,1,1,1,25,20,0,29,0,1,0,0,10,0,2,0,8,1,1,0,4
chr10.7452249.R,16,17,1,35,1,0,0,0,0,NA,0,0,0,0,0,1,1,1,25,22,0,28,0,0,0,1,11,0,2,0,7,1,1,0,1
chr10.7452261.R,1,14,1,18,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,18,14,0,16,0,1,0,0,11,0,2,0,9,0,1,0,1
chr10.7452278.F,9,9,1,21,0,0,0,0,1,NA,0,0,0,0,0,0,2,0,12,15,0,9,0,1,0,1,13,0,1,0,7,0,2,0,4
chr10.7452279.R,14,21,0,37,5,0,0,0,1,NA,0,0,0,0,0,0,1,1,22,22,0,29,0,1,0,0,11,0,2,0,8,0,1,0,4
chr10.7452285.F,4,10,1,19,0,0,0,0,1,NA,0,1,0,0,0,0,2,0,9,15,4,9,0,1,1,3,14,0,1,0,6,0,2,0,3
chr10.7452293.F,2,7,0,5,0,0,0,0,1,NA,0,1,0,0,0,1,2,0,6,10,0,0,0,0,0,0,11,0,0,0,6,0,1,0,1
chr10.7452358.R,12,15,6,10,2,0,0,NA,0,0,0,0,1,0,0,0,3,0,23,10,1,15,0,0,5,2,5,0,1,0,5,0,9,0,7
chr10.7452360.R,12,15,5,11,2,0,0,NA,0,0,0,0,0,0,0,0,3,0,23,10,0,19,0,0,0,2,5,0,3,0,5,0,8,0,7
chr10.7452366.R,12,15,4,11,3,0,0,NA,0,0,0,0,0,0,0,0,3,2,23,10,0,19,0,0,1,2,5,0,3,0,5,0,10,0,7
chr10.7452368.R,13,14,6,11,3,0,0,NA,0,0,0,0,0,0,0,0,4,0,23,10,0,17,0,0,0,2,6,0,3,0,5,0,8,0,7
chr10.7452383.R,13,15,5,11,4,0,0,NA,0,0,0,0,0,0,0,0,4,0,23,10,0,19,0,0,0,2,5,0,1,0,5,0,6,0,7
chr10.7452386.R,13,14,4,10,2,0,0,NA,0,0,0,0,0,0,0,0,4,2,22,10,0,19,0,0,0,2,5,0,3,0,5,0,8,0,6
chr10.7452392.R,14,15,5,9,3,0,0,NA,0,0,0,0,0,0,0,0,4,0,23,10,0,19,0,2,1,0,5,0,3,0,5,0,4,0,7
chr10.7452395.R,14,14,5,11,4,0,0,NA,0,0,0,0,0,0,0,0,4,0,21,10,0,18,0,0,0,0,5,0,3,0,5,0,6,0,7
chr10.7452415.R,7,10,1,8,1,0,0,NA,0,0,0,0,0,0,0,0,5,0,22,7,0,7,0,0,0,2,5,0,3,0,4,0,3,1,3
chr10.7452428.R,11,14,2,11,2,0,0,NA,0,0,0,0,2,0,1,0,5,0,22,10,0,19,0,0,1,2,5,0,3,0,4,0,7,0,3
chr10.7452431.R,8,15,1,11,1,0,0,NA,0,0,0,0,0,1,0,0,5,0,23,10,1,19,0,0,0,0,3,0,3,0,5,0,4,0,4
chr10.7452448.R,12,14,0,9,1,0,0,NA,0,0,0,0,0,0,0,0,5,1,18,10,0,15,0,0,0,0,4,0,3,1,4,0,6,0,5
chr10.7452452.R,9,13,0,11,2,0,0,NA,0,0,0,0,0,0,0,0,5,0,21,3,0,14,0,0,0,0,3,0,3,0,4,0,1,0,4
chr10.17271367.F,12,30,19,17,21,0,0,0,0,2,7,5,0,0,2,2,5,4,11,19,0,22,3,2,0,3,30,0,4,1,8,0,1,0,11
chr10.17271379.F,12,30,16,18,20,0,0,0,0,9,7,6,0,3,1,3,5,7,11,21,2,20,4,1,3,3,30,1,4,0,9,0,3,0,12
chr10.17271380.R,12,20,4,8,NA,0,0,0,0,NA,0,0,2,0,0,3,2,4,NA,7,0,7,0,1,0,0,10,0,1,0,4,0,5,0,NA
chr10.17271381.F,13,28,17,18,20,0,1,1,0,1,5,6,0,3,0,3,5,7,11,20,1,22,3,2,2,4,27,0,4,0,8,0,3,0,9
chr10.17271382.R,12,20,5,7,NA,0,0,0,0,NA,0,1,2,0,0,3,3,4,NA,8,0,7,0,4,0,0,10,0,1,0,3,0,4,0,NA
chr10.17271387.F,13,29,23,18,23,0,0,0,3,6,6,6,2,3,1,3,6,6,11,21,5,22,6,5,3,5,30,0,4,1,8,0,3,0,11
chr10.17271388.R,13,22,7,9,2,0,0,0,0,NA,0,2,2,0,1,3,3,4,NA,9,0,NA,0,5,1,3,12,0,2,0,5,1,7,0,NA
chr10.17271390.F,12,30,22,17,22,0,0,0,0,4,6,5,0,3,1,4,5,7,11,21,2,22,3,1,3,4,29,0,4,0,9,0,4,0,11
chr10.17271391.R,12,23,7,9,2,0,0,0,0,NA,0,2,2,0,0,3,3,4,NA,9,1,7,0,3,0,2,13,0,2,0,6,0,5,0,NA
chr10.17271393.F,13,29,16,18,23,0,0,0,0,8,9,6,0,3,1,3,5,7,10,21,0,21,2,2,3,2,30,0,4,0,9,0,4,0,12
chr10.17271394.R,13,24,5,10,1,0,0,0,0,NA,0,2,2,0,1,1,3,4,NA,9,0,7,0,5,0,1,15,0,2,0,4,0,3,0,NA
chr10.17271405.F,10,30,14,16,23,0,0,0,0,5,7,7,0,0,0,4,4,7,11,19,1,22,4,5,0,4,30,0,4,0,7,0,0,0,12
chr10.17271406.R,13,22,6,15,2,0,0,0,1,NA,1,2,4,0,0,3,8,5,7,12,0,14,0,10,0,3,17,0,6,0,9,0,2,0,3
chr10.17271415.F,12,30,13,18,21,0,0,0,3,2,8,8,0,0,0,2,4,7,8,20,1,22,3,6,0,1,29,0,4,0,9,0,1,0,14
chr10.17271416.R,13,23,6,16,3,0,0,0,0,NA,2,4,5,0,0,3,10,5,8,12,0,14,0,6,0,1,17,0,5,1,11,0,4,0,4
chr10.17271436.F,13,29,2,17,20,0,0,0,1,0,3,4,0,0,0,0,4,4,11,21,1,22,0,0,0,1,28,0,4,0,6,0,0,0,8
chr10.17271437.R,14,25,3,15,2,0,0,0,0,NA,1,0,0,0,0,0,9,2,9,13,0,15,0,1,1,0,15,0,7,0,12,0,1,0,3
chr10.17271444.F,12,27,6,18,16,0,0,0,0,0,0,3,0,0,1,0,6,7,11,21,0,22,3,2,2,1,29,0,4,0,9,0,1,0,10
chr10.17271445.R,9,24,4,19,3,0,0,0,0,NA,0,1,0,0,0,1,9,4,7,13,0,15,0,1,0,0,17,0,6,0,12,0,0,0,4
